Phrase,PMI,Count
the early stages of,18.372972024147842,10
"example , if someone",18.365072361923616,10
T distance learning has,18.351956542332807,21
T studies have found,18.349794023244826,10
due to a combination,18.340647264410848,43
a significant role in,18.33472382382847,26
T another reason is,18.32730306969605,10
world around us T,18.313439377019414,16
part of our lives,18.294478624151452,12
a half hours to,18.29392911129024,12
positive attitude in life,18.284080536984085,18
T here 's how,18.281684966800263,12
to several factors:1 T,18.279000514392017,10
to do your best,18.27642295573201,12
is often seen as,18.269699529278753,10
an important role in,18.267945782885185,21
"other hand , there",18.244046242394745,55
must be considered T,18.239242647804033,10
the best option for,18.239036148304244,16
may not be able,18.219619364088317,15
the best fit for,18.20970265434608,10
attitude can help us,18.208236892890824,15
provide an opportunity for,18.20386103614039,12
reducing the risk of,18.188001081089133,11
T when you 're,18.162815314087425,19
i was able to,18.152111094358432,53
the world around them,18.149731650065362,15
", you will never",18.138827595843004,13
phones in the classroom,18.126131926638628,33
it is clear that,18.124000486523194,96
their peers and teachers,18.122036718328445,10
a positive attitude can,18.117584712422456,134
", making it harder",18.11725937511421,13
are more likely to,18.1122917302838,83
is primarily due to,18.106342562462103,16
can help us stay,18.104873055122987,10
to achieve our goals,18.095631349058493,17
stay focused on the,18.09120034674266,10
T when you exercise,18.070354749392457,10
allowing students to use,18.07031538489766,31
sense of accomplishment and,18.065854500332478,18
reducing the amount of,18.065241187725505,16
a significant amount of,18.049107012008378,32
T this could include,18.048230019127146,12
foster a sense of,18.04030774537133,16
distance learning can be,18.038305660470257,16
can lead to decreased,18.03274187045345,10
gives students the opportunity,18.030748175431263,10
are a few factors,18.030172161028396,12
"yes , there are",18.025826355660783,26
a variety of perspectives,18.014063820011543,13
it comes to achieving,18.00124909600698,23
is a great way,17.998797298737188,50
from failure to failure,17.993903286909017,33
to keep up with,17.993040719584343,27
", there are countless",17.98900608211585,10
a world of possibilities,17.980682784557892,13
during the school year,17.969230647044213,11
course of action T,17.96717482059516,11
can be argued that,17.967032057319244,10
a higher level of,17.96296089630502,12
take a break from,17.951978964653485,12
reduce the risk of,17.945973174061038,18
factors T here are,17.943834661394895,12
the advantages and disadvantages,17.939990122992015,34
important to consider both,17.935930609623732,13
sense of purpose and,17.92038969087986,15
there are also potential,17.919886339229294,11
attitude is essential for,17.91319085354658,19
a variety of reasons,17.91176199133934,20
are both pros and,17.910270172146426,12
a positive impact on,17.906837704091316,40
is important to recognize,17.904313927664987,45
achieve our goals T,17.89327443419804,18
Q has shown that,17.893215262291967,18
a few reasons T,17.892795722682386,40
a positive attitude is,17.889537020877953,111
"art , music ,",17.873127072983415,17
provides an opportunity to,17.86486239240429,11
a great source of,17.85602614036356,12
give students the opportunity,17.850878958880664,19
"during this period ,",17.84795495132355,12
a positive effect on,17.84437361714466,16
in order to achieve,17.832464529093187,41
should be allowed to,17.829515312473767,13
deeper understanding of the,17.827276421204303,13
to move forward T,17.82230386347596,10
that will help them,17.820455012369337,12
to reach their goals,17.81782264572503,22
reduce the amount of,17.813159616033474,26
a crucial part of,17.80365089662132,13
classes in the arts,17.80055397573161,11
factors that contribute to,17.798235038130265,10
to reach our goals,17.797955711544525,13
i have found that,17.786321302130673,12
make a positive impact,17.785002764872893,12
"in some cases ,",17.784183058905832,40
can be attributed to,17.775737877193237,143
important to be mindful,17.771577367105955,13
lead to an increase,17.767368206768573,12
T during this period,17.762524371591184,10
is important to consider,17.748937234791825,115
( Q ) and,17.72913030015753,31
have been able to,17.7262441527593,29
to use their cell,17.725034851889042,13
those around them T,17.72439841262411,15
with a positive outlook,17.72247871890943,11
to take ownership of,17.717331416552973,14
is clear that having,17.714758244029667,10
to make more informed,17.70983148361273,11
"other hand , working",17.707125056233785,19
a young age T,17.70681837141325,26
Q 's statement that,17.702758233885824,12
a great way to,17.701810278708386,117
have a positive impact,17.698183538796144,30
( Q ) is,17.697430418126103,11
achieving our goals T,17.69574077200516,15
's important to remember,17.692532786112146,14
from around the world,17.680720837171116,20
a long history of,17.673227847347746,15
", technology has had",17.672216646639846,21
"is not final ,",17.65722095485561,34
"those around us ,",17.65696643976991,14
with a positive attitude,17.653704153387956,52
", as well as",17.652512041764787,265
combination of factors T,17.65095105875588,40
students may struggle to,17.64417547670417,10
is difficult to determine,17.6416635527915,13
"other hand , some",17.63961491805015,24
( Q ) T,17.63913754022785,37
us to connect with,17.638585447079535,11
have a positive effect,17.63571945184949,12
to learn more about,17.628985381965435,20
the pursuit of success,17.62413232969334,24
is important to weigh,17.623862468753778,19
advantages and disadvantages T,17.62030867311462,30
T not only do,17.614425484578078,18
T doing so can,17.608003178271005,17
be seen as an,17.604771378952975,13
of their own home,17.601746858020057,19
a great opportunity for,17.600656426354618,19
a greater sense of,17.594812955280624,28
", i do n't",17.59272926745087,14
have an impact on,17.590784443902976,19
several factors T one,17.584319712454764,10
"a young age ,",17.583662329334203,27
", there were several",17.58170627765832,10
in order to succeed,17.578065809595415,14
a strong sense of,17.577741876009902,19
in today Q s,17.577432175693566,13
can be an effective,17.5748001643261,20
to come up with,17.573137465133684,26
world around them T,17.563163468858576,11
in order to determine,17.556880479704787,13
both students and teachers,17.55284504423772,21
important to be aware,17.547883852904334,19
lead to a decrease,17.529474676614292,17
"other hand , technology",17.51392918220767,17
outside of the classroom,17.512526287462535,20
to think outside the,17.509452196844876,17
significant impact on the,17.503441512004827,17
", there are several",17.50233890585598,63
", it ’ s",17.499229641072752,60
come up with a,17.498803223343614,16
important to recognize that,17.486091690877082,28
", making it easier",17.482611128762755,23
can have a profound,17.471595527632296,20
a sense of responsibility,17.462745156526424,11
Q Q 's statement,17.45639776338436,16
"by various factors ,",17.447638780408695,14
one and a half,17.4386312009917,39
to make you something,17.430325049402327,20
technology can be used,17.42946258308652,11
"too low , and",17.426707368624875,11
T when it comes,17.42342806406743,141
can make it easier,17.423070516713878,11
in recent years T,17.417911393219924,12
on the task at,17.405325559281636,16
in a traditional classroom,17.400932472361063,12
yourself in a world,17.39981885205036,20
reach our goals T,17.397659419072163,12
to connect with people,17.394325510348352,11
is more important than,17.385184595150726,20
while it is challenging,17.383629285016745,10
for high school students,17.38054171919496,26
beneficial in terms of,17.37973667161755,10
online classes can be,17.377864967630856,13
a good attitude can,17.37747335026775,23
", first impressions are",17.3630950155774,11
to make sure that,17.356994294655202,21
in many aspects of,17.349812709673124,15
in order to ensure,17.348531319014953,31
"reasons T firstly ,",17.344594558230234,33
"purposes , such as",17.34168736822923,10
"hand , technology has",17.339906533225367,18
when faced with a,17.339517782781414,18
with a negative attitude,17.33375642262883,12
eli5 T when you,17.33338915522625,14
"the other hand ,",17.319650411121835,527
a better understanding of,17.31550901845622,75
be a great opportunity,17.295068119443506,13
are made up of,17.29402015357843,14
"for instance , if",17.28253454437894,16
Q Q 's famous,17.280826198800902,10
some students may not,17.276630354322073,10
T technology has become,17.2751638781465,16
to stay focused and,17.26839626063814,27
the same level of,17.26574413889658,20
can lead to feelings,17.252707554395357,15
to higher levels of,17.25246323266363,10
reach their goals T,17.243496953477624,18
to manage their time,17.241003028190896,13
", graduating early can",17.239871332464553,12
a negative attitude can,17.239342431404253,21
eli5 T the reason,17.237765850093353,10
making it difficult for,17.235770914638138,13
T in some cases,17.22482129084105,24
phone use in the,17.224106563208828,13
"however , there were",17.22223122880878,16
