,Phrase,PMI,Count
179,profound impact on,16.07701706306619,22
180,school board should,16.071984033792337,10
181,an effective tool,16.07056448296401,13
182,depends on various,16.05572602601558,20
183,and falling short,16.040669483157167,10
184,make informed decisions,16.035615831187332,21
185,to think critically,16.00902716646247,12
186,drastically changed the,15.973436308054342,10
187,extended school days,15.964054736662593,10
188,those around us,15.948378341322364,87
189,and video conferencing,15.945340392272879,19
190,someone else 's,15.942190466550379,15
191,complex and multifaceted,15.942011094547176,14
192,"flip side ,",15.933340655824082,12
193,they don ’,15.919932750089547,12
194,has become increasingly,15.91570065394528,23
195,student ’ s,15.912151190305917,40
196,an open mind,15.859897062269116,16
197,detrimental effect on,15.853698965092228,13
198,matter how hard,15.851512760420523,10
199,our daily lives,15.837892569580358,17
200,almost impossible to,15.828303114113414,13
201,far away from,15.821928489970801,11
202,has helped me,15.820890111776919,10
203,am confident that,15.81071967937746,13
204,asking for advice,15.80065596418299,12
205,a head start,15.798021484983334,22
206,in ancient civilizations,15.796761398982873,10
207,the late 18th,15.790480286280381,10
208,their own pace,15.79034448724219,50
209,meet new people,15.771132343284236,15
210,different career paths,15.76866584993855,10
211,late 19th and,15.757154962521188,18
212,for educational purposes,15.749631961158524,26
213,evidence to suggest,15.747235927479306,33
214,costs associated with,15.734426847484848,10
215,commonly known as,15.730825956652577,10
216,the plus side,15.714000785920856,12
217,longer school day,15.697404085398876,40
218,points of view,15.696456086422781,16
219,falling short T,15.695419667985412,10
220,how we perceive,15.678006525402619,15
221,act of kindness,15.676895816259968,43
222,become an integral,15.668059001816363,17
223,first impressions are,15.668011181479606,69
224,seeking advice from,15.66477734211497,18
225,risks associated with,15.654666996752393,25
226,one ’ s,15.649857493314542,88
227,is constantly trying,15.645249352290318,24
228,for several reasons:1,15.640909366761221,12
229,an excellent way,15.634448106966758,11
230,rest and relaxation,15.610699029873636,13
231,meaningful connections with,15.59735884944699,16
232,in recent years,15.577954934853576,77
233,a wider range,15.558897056986407,13
234,distance learning provides,15.5564889089379,12
235,careful consideration of,15.551905296681433,10
236,beyond what you,15.551653712992525,25
237,the light bulb,15.540535426773289,11
238,face of adversity,15.537772560494478,18
239,Q language model,15.535096286509134,10
240,best suited for,15.524565405523745,10
241,( Q ),15.500360713526888,193
242,far outweigh the,15.49256907251156,13
243,wider range of,15.484589028542874,13
244,stay on track,15.482573835369397,19
245,’ t have,15.4777335581826,32
246,huge impact on,15.477554992649921,11
247,greater danger for,15.473574857848881,10
248,believing in yourself,15.467187405441457,11
249,a young age,15.461878078431987,126
250,take into consideration,15.447942114141405,10
251,our character traits,15.424964385124639,13
252,powerful tool for,15.40414770318963,16
253,a few reasons:1,15.402233954953015,18
254,"plus side ,",15.397287755583871,12
255,a powerful tool,15.394491342274947,38
256,of native american,15.393138085123642,10
257,by two hours,15.388935991908333,19
258,help reduce stress,15.375635039521296,11
259,a daunting task,15.366517204716391,10
260,"music , drama",15.362183954627952,21
261,a homework club,15.343797128216313,30
262,large amounts of,15.343233179297332,12
263,Q once said,15.3322842341422,20
264,be carefully considered,15.323518681819717,11
265,stay connected with,15.32124949117447,23
266,plays a crucial,15.309527226131568,13
267,their cell phones,15.307447983084188,27
268,may seem like,15.301619101544624,12
269,role in determining,15.301114729494753,10
270,can open doors,15.296175755428845,11
271,is wonderful how,15.295749449244365,13
272,research suggests that,15.292120355677419,10
273,"20th centuries ,",15.291044980036968,10
274,homework club can,15.290670973531089,16
275,must be taken,15.248142989145332,25
276,in three years,15.243629234833993,82
277,makes it easier,15.236008613741713,15
278,few examples:1 T,15.228274997715769,10
279,classes from home,15.221587263237609,64
280,implementing a four-day,15.218418565727259,11
281,pressure to conform,15.217414980950611,12
282,is mainly due,15.214626375431635,10
283,comfort zone and,15.213829228198783,19
284,stay on top,15.199880903765134,20
285,our everyday lives,15.19521457100291,11
286,has enabled us,15.192199416527629,15
287,learning new things,15.191809733464424,16
288,rather than being,15.188169391638517,15
289,integral part of,15.179519776224542,40
290,the greatest accomplishment,15.171658895567283,17
291,its own set,15.166586221352134,20
292,of face-to-face interaction,15.163587024437849,11
293,positive first impression,15.139391838195696,16
294,outside the box,15.1309218750012,20
295,the 19th century,15.099549475456811,19
296,traditional classroom learning,15.098856287674348,11
297,advantages and disadvantages,15.098528174774536,120
298,loss of enthusiasm,15.095305665853747,24
299,matter how difficult,15.094918359505382,10
300,thousands of years,15.092271605764108,16
301,taking online classes,15.078581542755327,27
302,sense of belonging,15.06703431426509,12
303,completing high school,15.06395453970456,11
304,to fight off,15.062339823252731,10
305,should be embraced,15.059441615106369,12
306,a great deal,15.05894035172006,22
307,have evolved over,15.05438425384278,10
308,"already mastered ,",15.041111815084271,17
309,day school week,15.039266107654996,22
310,may find themselves,15.036361446981292,16
311,courage to continue,15.029299561488727,39
312,anything is possible,15.027190362829153,11
313,small acts of,15.006229555296336,23
314,are essential components,15.00381219011911,11
315,online classes offer,14.998112208506502,12
316,depend on various,14.986463363578466,10
317,an early age,14.985738836508233,28
318,to slow down,14.983231680369222,11
319,not be understated,14.97742185013447,10
320,become more confident,14.974594367485597,14
321,’ s important,14.954684137744596,52
322,the long run,14.949976533568421,68
323,emphasizes the importance,14.949534160480958,12
324,a profound effect,14.94814142001233,15
325,going from failure,14.94711933284464,29
326,more informed decisions,14.942796979467762,19
327,is becoming increasingly,14.940271983469195,10
328,great deal of,14.917518127417992,21
329,stay focused on,14.915737471337245,28
330,some potential drawbacks,14.910600402061466,18
331,taking classes online,14.908656541313018,24
332,stages of sleep,14.903025104283579,10
333,shape our character,14.898895573457043,10
334,high school program,14.892017518890757,23
335,fully understood T,14.889945295888921,12
336,negative effects on,14.87779062630879,30
337,before making any,14.87245707877323,14
338,not be overstated,14.870506646217962,13
339,popular option for,14.868519806741105,11
340,in medieval times,14.854598998742741,16
341,provided me with,14.85372157003178,16
342,"famously said ,",14.85284892439472,25
343,will depend on,14.851442430315767,15
344,four day school,14.832867502693993,16
345,problem solving and,14.823587483239542,13
346,have been observed,14.819410740541919,10
347,not only does,14.813821694600055,28
348,the medieval period,14.81110798381923,26
349,technology has made,14.807306278494984,37
350,crucial role in,14.805906881531929,30
351,"ancient civilizations ,",14.79609034752734,14
352,determined by its,14.772693525788785,12
353,measures in place,14.762973085526589,10
354,a half hours,14.76034803230414,29
355,danger for most,14.759591433932393,10
356,graduating from high,14.759225905610407,25
357,as technology continues,14.75875298146341,10
358,quite different from,14.758544391047934,14
359,the 20th century,14.754660232126138,11
360,impressions are incredibly,14.745531391507022,10
361,cell phones in,14.725458703373818,47
362,an extra year,14.724302441433274,13
363,break away from,14.716867888496207,11
364,19th century T,14.712512757777663,16
365,"fully understood ,",14.7123414697875,12
366,young age can,14.69591460047345,41
367,participating in extracurricular,14.695024238189244,15
368,character traits are,14.693694359456277,12
369,safe and secure,14.691978992778665,10
370,too much time,14.690235622994294,14
371,today 's world,14.67033855503951,20
372,negative effect on,14.66662967269923,22
373,quickly and efficiently,14.648998533850655,21
374,their own homes,14.63566725949881,14
375,sense of self-worth,14.633381136818894,11
376,notable example is,14.630341917261845,15
377,immune response T,14.62952683826214,12
378,if you 're,14.623041639394454,12
379,done if we,14.620871134239131,13
380,be taken into,14.615720719954655,44
381,do n't have,14.604654191130702,56
382,to conserve energy,14.599367846910187,10
383,studies have found,14.59354827126771,17
384,and problem solving,14.582579383735741,11
385,cell phones can,14.581261101885445,31
386,make decisions based,14.578714702198383,10
387,attending classes from,14.56509243666343,26
388,to move forward,14.563557770969666,24
389,has been found,14.546939574401051,17
390,world around us,14.546546380842788,27
391,a few reasons,14.540940225784606,90
392,would depend on,14.533290735412855,14
393,participate in sports,14.529412582903642,18
394,distance learning has,14.525321462464294,34
395,a false sense,14.515737857490116,10
396,designed to protect,14.512142740692251,10
397,should be encouraged,14.506900592077589,15
398,during this period,14.503778279084887,24
399,a crucial role,14.5014467848025,32
400,it might seem,14.500932996842796,11
401,an essential part,14.492183833017275,43
402,few reasons:1 T,14.491309403549568,18
403,by doing so,14.48965007666758,12
404,must be considered,14.482996895826918,17
405,best version of,14.4780757215842,13
406,combination of genetic,14.475073233422677,12
407,successes and failures,14.471137023005618,10
408,speed of light,14.469183815542106,15
409,staying active is,14.466720657904201,10
410,diverse range of,14.466667120545612,13
411,stay in touch,14.465913206013749,18
412,after school programs,14.464220763964658,10
413,millions of years,14.463109301132416,10
414,here are some,14.457645966877262,43
415,a deeper understanding,14.447145624539612,30
416,an effective way,14.444937279748494,28
417,false sense of,14.441429829046584,10
418,"heart rate ,",14.438475343692193,10
419,technology has had,14.427575647952093,45
420,technology has allowed,14.42757564795209,10
421,high school early,14.42544029356593,38
422,lasting impact on,14.4249403664865,14
423,weigh the pros,14.422848581211166,17
424,make an informed,14.420093201112103,36
425,"problem solving ,",14.407649045882874,14
426,way we live,14.401450264826316,10
427,was driven by,14.39832396179363,10
428,a wide variety,14.39695669747428,18
429,first impressions can,14.393301926573852,59
430,how we interact,14.392604306540367,10
431,not be underestimated,14.392459349413311,10
432,sense of accomplishment,14.3864511899964,41
433,explore their interests,14.385862319344458,17
434,to save money,14.38532239607007,18
435,more control over,14.37918766176601,14
436,attend classes from,14.376405372289717,15
437,develop new skills,14.37163589964548,12
438,long run T,14.367260677857246,50
439,on someone else,14.36685472005042,10
440,played a significant,14.348679349596058,18
441,inevitable part of,14.343906594125425,10
442,than relying on,14.330380871470481,11
443,outlook on life,14.328212484687981,45
444,it ’ s,14.324977970276397,135
445,deeper understanding of,14.323927995615133,29
446,become an increasingly,14.32285605440174,14
447,wide variety of,14.322648669030752,18
448,be incredibly beneficial,14.308585560786842,23
449,open the door,14.306816587764054,10
450,be extremely beneficial,14.306560725309353,12
451,factors that contributed,14.303579471052483,10
452,convenience and flexibility,14.300900156703914,10
453,a strong foundation,14.300692568756801,11
454,and early 20th,14.299325448480388,22
455,reasons why this,14.293350830248567,10
456,day by two,14.292984081269818,17
457,constantly trying to,14.291678803895142,27
458,their academic performance,14.27409603451732,21
459,"said , “",14.26873481831188,28
460,we do n't,14.249777347739197,25
461,various factors such,14.248693996007834,20
462,something else is,14.247968955997997,19
463,achieve our goals,14.24596305377409,33
464,a profound impact,14.241218435100397,22
465,did n't have,14.235366216356866,13
466,advice from multiple,14.231549750984406,11
467,there are countless,14.229791910598337,15
468,extra hour and,14.22658681258888,17
469,a step back,14.21242677783625,18
470,out of trouble,14.207792122004285,14
471,graduating early from,14.204935100631662,10
472,participate in extracurricular,14.192070148626318,17
473,its own advantages,14.18488000589248,15
474,provides an opportunity,14.183793701095638,24
475,not uncommon for,14.18298133871431,15
476,there were indeed,14.182247169918458,10
477,play a crucial,14.18190944583942,15
478,mainly due to,14.176557652764394,14
479,needs and preferences,14.173794566396527,10
480,"famous quote ,",14.169266232814216,11
481,students ' academic,14.162086581195023,11
482,are always doing,14.157010514632283,12
483,working in groups,14.153641734424621,52
484,the job market,14.15149313602739,21
485,you are referring,14.151491460594755,12
486,played a role,14.150185195956972,10
487,sense of pride,14.14856419976169,13
488,when you 're,14.147994804467213,27
489,and teachers alike,14.137825720611357,17
490,online or video,14.133159968422152,10
491,over millions of,14.124307387680659,10
492,question of whether,14.10081437576455,13
493,even the smallest,14.091168491945698,13
494,a shorter period,14.088934490313441,10
495,taught me that,14.078763455567792,12
496,is not fatal,14.078346823114146,35
497,significant impact on,14.07701706306619,40
498,course of action,14.073425544868112,17
499,and critical thinking,14.065437388306108,10
500,older and younger,14.063876874318495,27
501,when working alone,14.062216807503614,18
502,"field trips ,",14.061177438138373,10
503,major impact on,14.061075519197175,15
504,even when faced,14.059848112400143,11
505,have become increasingly,14.056169767735156,14
506,are several reasons,14.041295412095764,23
507,when it comes,14.033559241232908,309
508,"comfort zone ,",14.02801057420318,12
509,when you eat,14.026621547857008,10
510,there are several,14.026372361061764,115
511,learn new skills,14.022656063742296,15
512,come up with,14.020294483986948,62
513,attributed to several,14.02025442188572,68
514,a detrimental effect,14.01790033712643,13
515,through hard work,14.017674159289935,16
516,to worry about,14.00998608643189,21
517,studies show that,14.009596593990214,11
518,"19th century ,",13.994340550313538,11
519,here 's what,13.982603552576151,10
520,the traditional four-year,13.97972678776091,10
521,being honest with,13.977872355065625,13
522,more than just,13.974221626225056,20
523,achieving our goals,13.967509396197645,26
524,lack of face-to-face,13.952532147035683,11
525,has allowed us,13.94922266303509,13
526,the main reason,13.947655586677723,12
527,person 's character,13.945618781347374,13
528,"language model ,",13.944299867813942,10
529,those around them,13.939583508450234,25
530,build relationships with,13.923132823892338,22
531,feeling of accomplishment,13.922381144586378,13
532,key factor in,13.914754859802173,19
533,should be taken,13.904556013128197,25
534,negative impact on,13.901930356508103,31
535,you will never,13.901566127520844,14
536,i do n't,13.900629291791887,22
537,reach your goals,13.89622222772222,12
538,’ s own,13.894385724101834,16
539,you do n't,13.893493881982042,18
540,when faced with,13.886634851100236,71
541,do your best,13.884860881618334,16
542,instead of four,13.879289926729449,25
543,in community service,13.879022472681957,16
544,"once said ,",13.878991339196947,22
545,combination of factors,13.873331655986199,67
546,achieving your goals,13.872375485767854,12
547,that first impressions,13.864954566617794,33
548,year high school,13.863715260606671,15
549,am writing to,13.862402252743987,12
550,working alone has,13.859042536734705,11
551,values and beliefs,13.858292740668606,15
552,"most importantly ,",13.857644044053242,11
553,keep track of,13.857489311132323,13
554,19th and early,13.855718797004773,22
555,meaningful relationships with,13.853492753374777,16
556,sense of purpose,13.84690849990059,26
557,their chosen career,13.841409127274172,11
558,into contact with,13.839632653794919,21
559,look forward to,13.835180784008955,20
560,advances in technology,13.832284412855206,10
561,made it easier,13.821323377934494,20
562,positive attitude helps,13.820150793486505,13
563,who are unable,13.810251893333028,10
564,another reason is,13.805522571355958,10
565,better prepared for,13.80350043853003,12
566,the best version,13.78056840285985,13
567,stress and anxiety,13.77690441382795,13
568,making it harder,13.773082702875541,13
569,a huge impact,13.767287246767989,12
570,on various factors,13.764531058667824,42
571,have negative effects,13.762245865405106,12
572,reach their goals,13.761244819324165,37
573,here 's how,13.759904468460174,12
574,to several factors:1,13.757220016051924,10
575,reach our goals,13.750348038648212,22
576,a lasting impression,13.7486354280203,15
577,several factors:1 T,13.735435346833299,12
578,achieve my goals,13.725365799703955,10
579,there were several,13.72295643258989,14
580,the early 20th,13.721216060157243,17
581,early stages of,13.712082321572183,10
582,complete high school,13.70979496416733,12
583,change over time,13.701901045101547,10
584,make new friends,13.700149374914716,10
585,has its advantages,13.694890616114307,16
586,several reasons:1 T,13.694793362335947,14
587,remarkable ability to,13.69113082559415,10
588,a positive attitude,13.689838534903629,486
589,does n't have,13.688400978877485,14
590,they do n't,13.686957437951268,18
591,best fit for,13.686316475520357,11
592,without loss of,13.684892193100353,25
593,it enables us,13.684464245158821,13
594,better equipped to,13.670582481511975,15
595,world around them,13.66941419313153,17
596,it does n't,13.661685070465072,26
597,should be allowed,13.64440411582752,20
598,this could include,13.64192673820699,13
599,"recent years ,",13.632425437590506,56
600,a large amount,13.629309446044225,23
601,take ownership of,13.626938877159866,23
602,make more informed,13.61372529302523,18
603,"art , music",13.611412560936717,18
604,as well as,13.607214974306643,326
605,an important factor,13.602301933793537,22
606,of all ages,13.600901639227835,19
607,factor in achieving,13.597176914791099,15
608,multiple opinions can,13.595311846012866,11
609,a key factor,13.591185940125044,20
610,learn more about,13.587920554935899,34
611,school day could,13.5844315031278,41
612,best option for,13.578146445728592,16
613,years ago T,13.577583177691558,14
614,in some cases,13.577509910417096,44
615,has shown that,13.569676883440458,55
616,choosing a career,13.567031988768903,17
617,getting to know,13.561901776480141,19
618,graduating early can,13.558659672948313,19
619,large amount of,13.555001417600693,23
620,positive outlook on,13.554463514063642,25
621,when you exercise,13.548574251052365,10
622,better manage their,13.534512963028206,11
623,when making decisions,13.53134974129987,32
624,keep in mind,13.527047508536455,13
625,teachers alike T,13.512467986246865,14
626,graduating in three,13.510366051143134,10
627,of cell phones,13.506347244189342,28
628,a four-day week,13.502211531727848,10
629,true to oneself,13.498217859111246,36
630,revolutionized the way,13.49558344009429,27
631,and mental health,13.479590267280766,61
632,keep up with,13.475947763386813,33
633,shorter amount of,13.474929536311954,11
634,doing so can,13.458191457317866,22
635,advancements in technology,13.457436003692067,13
636,should be considered,13.4442645013382,21
637,the greater danger,13.44417563632273,10
638,been linked to,13.443905051469272,14
639,students may miss,13.442716285970441,12
640,in your mouth,13.432474194593564,12
641,create an environment,13.43237916093181,22
642,order to maximize,13.432289433003042,15
643,ensure that everyone,13.425781786964297,12
644,a balance between,13.420628892047471,29
645,gain a deeper,13.416771975496086,10
646,take away from,13.415348753599243,18
647,move forward T,13.394215913337177,13
648,who are looking,13.393276589812693,18
649,make better decisions,13.388214440470549,19
650,step back and,13.383717635770765,15
651,impossible to change,13.381311752976917,15
652,often referred to,13.376569991744613,21
653,be done if,13.376465850064449,14
654,higher levels of,13.371863077827332,19
655,making it easier,13.369760002630539,27
656,'s a simplified,13.369653878344309,20
657,school days could,13.368494103928654,12
658,a lasting impact,13.366749317184262,24
659,relationships with peers,13.358284905411953,12
660,often associated with,13.357439734807173,23
661,your own decisions,13.356826175907184,24
662,i was able,13.345511520965914,53
663,’ s life,13.345075787292583,13
664,decisions based on,13.342095670504332,13
665,their individual needs,13.336037135457484,15
666,we should never,13.334659124111763,10
667,should be carefully,13.333616578545364,13
668,in ancient times,13.33317215487192,14
669,to stay focused,13.318903786934317,51
670,is not final,13.313044282616936,34
671,people ’ s,13.308206900783432,15
672,"long distances ,",13.306301770608087,10
673,are more likely,13.30569215689129,83
674,important to note,13.305032171619594,225
675,a positive outlook,13.303627386818999,75
676,combination of historical,13.302551120494318,20
677,major role in,13.30111472949476,13
678,at a disadvantage,13.300954651518943,10
679,is primarily due,13.299742989069586,16
680,a final decision,13.297832914617558,11
681,by various factors,13.296107186112415,16
682,to stay connected,13.27402969968853,29
683,sense of satisfaction,13.272353222242593,14
684,strong relationships with,13.272282387514725,11
685,how much may,13.27111673342623,13
686,physical and mental,13.265993082591343,76
687,those who do,13.265807626210407,15
688,a common goal,13.264153791425272,15
689,has long been,13.26013461210525,11
690,focused and motivated,13.248259247200927,15
691,each other ’,13.23945733229062,11
692,had a profound,13.239395699493578,14
693,their own schedule,13.231071506941618,13
694,to graduate early,13.228303297093344,19
695,good and bad,13.228128114384234,17
696,field of study,13.214374200348523,14
697,the manufacturing process,13.213550352422072,10
698,job market T,13.205029009734229,12
699,working alone can,13.197152561805488,35
700,my own experiences,13.195839212274542,14
701,in extracurricular activities,13.192916236430793,59
702,T after researching,13.191987052760862,26
703,"final , failure",13.191766494300428,34
704,family and friends,13.18690963730348,64
705,extended period of,13.182571099183981,10
706,our own decisions,13.177785122897983,43
707,"medieval times ,",13.17585604217457,14
708,an extended school,13.17257885273158,23
709,not only do,13.170647498239251,19
710,the historical context,13.170640977624192,14
711,school each day,13.167936697269425,16
712,positive effect on,13.166556069564589,27
713,whether or not,13.15818628186597,53
714,other ’ s,13.15273423982762,12
715,i have learned,13.148887584794622,18
716,i believe that,13.148341322477776,80
717,an important step,13.144312289330149,14
718,", cell phones",13.144203591707697,44
719,first impression is,13.144118740513164,26
720,spend more time,13.140111497974136,14
721,not only helps,13.139770307763097,11
722,can be traced,13.138487554476043,35
723,the scientific community,13.13848092319704,10
724,pursuit of success,13.133167628559999,27
725,you have already,13.131085249932912,27
726,use their cell,13.124886155963956,15
727,there are numerous,13.12461409047064,22
728,those around you,13.124016294197958,18
729,long periods of,13.11723852128069,12
730,younger and older,13.116344294212631,14
731,", several theories",13.114224869256255,10
732,learning from home,13.112288620746803,24
733,a long history,13.108379948580318,26
734,worked hard to,13.107963838534609,10
735,a great way,13.101661582783294,135
736,first impression can,13.100493107950001,26
737,at a young,13.100461711753866,110
738,their full potential,13.097720403723066,11
739,towards our goals,13.097542892146006,11
740,people 's lives,13.093511158738135,38
741,chosen field T,13.088364421686705,13
742,solutions to problems,13.087153946954356,13
743,three years is,13.086337520722562,13
744,freedom to choose,13.08302774790624,10
745,something for everyone,13.072953291345748,11
746,manage their time,13.055891831544645,20
747,our brains are,13.05372672777068,10
748,would otherwise be,13.053337160274673,10
749,some argue that,13.047861112092086,13
750,understand it today,13.045478407970208,12
751,use their phones,13.045158963493215,22
752,friends and family,13.044890632431056,58
753,an important part,13.043608683783166,54
754,are both pros,13.043239858634585,12
755,are several factors,13.037990267372088,22
756,positive impact on,13.034847608822258,59
757,play a role,13.0344392952248,14
758,four days a,13.034362674573014,11
759,can reduce stress,13.031771824034834,12
760,essential components of,13.026911873262847,11
761,a higher level,13.019601374283855,16
762,make sure that,13.0160582936115,29
763,the early stages,13.014575002847828,10
764,deciding whether to,13.011876734343232,11
765,often seen as,13.009993733940146,21
766,to think outside,13.009027166462463,19
767,technology has become,13.00131089324999,19
768,reasons T firstly,13.00041788599157,33
769,be especially beneficial,12.992268199770319,11
770,factors that contribute,12.991635464737744,10
771,take advantage of,12.988790268156244,61
772,for personal growth,12.985676813502444,21
773,gave me the,12.984584351410213,10
774,making important decisions,12.981626343007296,16
775,that would otherwise,12.980554214329448,12
776,the other hand,12.978208706604399,528
777,reasons why it,12.977301478613079,10
778,students may struggle,12.97507942706158,11
779,to express themselves,12.970405872435155,11
780,can be attributed,12.969138303800719,143
781,well as providing,12.96580534660216,13
782,high school experience,12.956037811942984,26
