,Phrase,PMI,Count
419,initial impression,8.465506734327269,15
420,figure out,8.461943433097336,12
421,stand out,8.461943433097336,24
422,all ages,8.454008723121545,22
423,take ownership,8.445419617943937,26
424,seeking advice,8.44346292582385,28
425,gain insight,8.43998305269189,26
426,both parties,8.43974640952874,18
427,drug use,8.4394667903708,11
428,potential dangers,8.43755086042004,10
429,been proposed,8.431401179528878,11
430,keep going,8.430920787190733,31
431,key points,8.430077309718726,13
432,illegal activities,8.428365867789186,10
433,traditional schooling,8.421406818825808,12
434,year earlier,8.414178937692034,10
435,you fold,8.401156623159642,10
436,real-world experience,8.399349136259342,11
437,carefully considered,8.39133026932653,11
438,build self-confidence,8.387151758236257,14
439,without loss,8.38307870016671,26
440,into consideration,8.3810341194512,47
441,physical activity,8.372436474569316,50
442,positive attitude,8.357460543832815,521
443,inspire others,8.351852142413223,13
444,concerns about,8.350943701453236,21
445,historical events,8.350552680199284,16
446,think outside,8.346817502405125,21
447,keep pushing,8.335174717354622,15
448,small steps,8.334837563878974,16
449,huge impact,8.334582197024448,12
450,four-day week,8.332540887818107,12
451,effective tool,8.328991184604412,13
452,historical evidence,8.324195621892462,17
453,other hand,8.317319004028743,528
454,build upon,8.311033070277478,11
455,did n't,8.30796699996634,38
456,problem-solving skills,8.304417589119648,43
457,before deciding,8.303401885693926,20
458,sum up,8.300765512263244,10
459,growing up,8.30076551226324,38
460,notable example,8.300246794031843,15
461,generally considered,8.299269716337763,10
462,become increasingly,8.297489790041556,46
463,multiple perspectives,8.29419557938163,22
464,several factors,8.28765542993698,132
465,pushing ourselves,8.279283516462579,13
466,ancient cultures,8.278430854433173,10
467,differences between,8.272900801018402,20
468,physical appearance,8.271780261124487,11
469,leisure activities,8.270824590802704,26
470,kept me,8.253305320943166,10
471,each member,8.242571190957195,10
472,phone use,8.24195595725659,37
473,american history,8.236635174843528,11
474,detrimental effects,8.233420046601289,12
475,enter college,8.232944019593015,10
476,hard work,8.22564368282918,221
477,different backgrounds,8.215064418747875,12
478,final decision,8.213051168294331,14
479,essential components,8.209083233325545,16
480,higher grades,8.198974953188095,11
481,seek advice,8.198239796106517,10
482,career path,8.197457620965402,93
483,large amount,8.196604396300687,23
484,breaks throughout,8.195732940495942,11
485,get ahead,8.191842024908366,12
486,home schooling,8.191731009938447,10
487,meeting someone,8.187760277889979,11
488,positive outlook,8.133956742909252,90
489,share ideas,8.122483958465304,11
490,open mind,8.118323763909522,16
491,shorter amount,8.11653251501195,11
492,main reasons,8.10270892541175,11
493,i 'm,8.102106674627876,86
494,subject matter,8.098403069786267,10
495,working independently,8.094862056261208,14
496,has revolutionized,8.094648907846711,32
497,human interaction,8.090257651352164,10
498,graduating high,8.089515393094008,57
499,cells called,8.089188847846012,18
500,ancient times,8.087860104728636,21
501,different cultures,8.083869237904107,41
502,drama classes,8.080255723076004,16
503,your nose,8.078348657311347,14
504,enables us,8.072794409595346,25
505,summer projects,8.058836739441102,11
506,make sure,8.053559334099432,90
507,online schooling,8.053190176299957,17
508,significantly reduce,8.053187479877836,11
509,widely used,8.05132646591929,16
510,attending classes,8.050302500974375,66
511,seem like,8.045066294613704,30
512,supportive environment,8.04065045411892,13
513,local community,8.038479586363687,16
514,surrounded by,8.034855950946206,26
515,increased productivity,8.031757205384816,14
516,control over,8.028944772214448,42
517,longer summer,8.026302775292706,19
518,you 're,8.023682536837278,107
519,incredibly powerful,8.022760193678948,12
520,been observed,8.022595633961545,16
521,seeking multiple,8.022283022201382,15
522,technology continues,8.017951405859785,13
523,your mouth,8.017237143007957,16
524,before implementing,8.015039810439882,13
525,higher levels,8.013466056527324,19
526,everyone involved,8.006753199254922,13
527,feel overwhelmed,8.006527866175059,13
528,n't necessarily,8.002253211074734,11
529,characterized by,7.9997521499902895,14
530,lasting impact,7.992937956494288,25
531,remain focused,7.992873477062741,12
532,realistic goals,7.990377115954962,12
533,complete tasks,7.989130553372561,24
534,into smaller,7.984874630378048,25
535,long periods,7.981233921317127,14
536,online courses,7.978634818829008,65
537,substances like,7.973544997232388,14
538,necessary steps,7.9662857616255405,17
539,beyond what,7.966072518695455,44
540,i am,7.964872732320824,151
541,modern society,7.960698359393785,13
542,some cases,7.960229082886851,51
543,influenced by,7.956584290833913,107
544,numerous benefits,7.944310674896325,43
545,three-year high,7.94219182058883,12
546,its original,7.940698540558097,10
547,own judgment,7.928291163666959,12
548,goes through,7.927856339272502,21
549,talk about,7.926546307680553,13
550,meaningful relationships,7.913181862869344,38
551,increase productivity,7.91074180442345,10
552,try something,7.9062263233009595,23
553,higher education,7.904602580821294,37
554,attend classes,7.896172658637031,39
555,excellent way,7.892874808607166,11
556,studies suggest,7.882379581346591,10
557,across different,7.881279966170727,43
558,student engagement,7.8792251213928335,20
559,matter how,7.87731323853194,69
560,traditional classroom,7.87491846591929,40
561,something beyond,7.870161058529483,31
562,medical field,7.86900385934476,10
563,negative consequences,7.868865795797028,27
564,school cafeterias,7.8687819779458685,10
565,never giving,7.868091194414186,14
566,health issues,7.866697959114319,24
567,online classes,7.859646782611918,169
568,derived from,7.85874433690641,19
569,another reason,7.853939071379692,13
570,gain valuable,7.850483771373963,40
571,form meaningful,7.844057502214529,20
572,long-term effects,7.8437522022364785,10
573,decide whether,7.83940571847576,11
574,taken into,7.83881053293938,49
575,college degree,7.836053867024431,10
576,provided me,7.8354081675250775,18
577,higher level,7.834823837983903,19
578,common goal,7.831448741681731,15
579,board should,7.824690432592744,10
580,being idle,7.821498449771854,16
581,negative attitudes,7.821337425714445,10
582,versus working,7.806472076150522,10
583,extra year,7.805851380989598,23
584,multiple sources,7.801155568101512,12
585,not universally,7.797305924197692,16
586,taking action,7.794537366370729,40
587,teaches us,7.792035503684385,17
588,at night,7.788079253091425,14
589,everyday lives,7.784692805960923,16
590,go beyond,7.783481105416982,12
591,everyday life,7.781635001680712,44
592,those around,7.772103190058164,149
593,external factors,7.77195559165294,22
594,ranging from,7.771281495656071,16
595,much debate,7.768708999733327,12
596,will depend,7.76351099824825,17
597,various factors,7.761921440931527,101
598,school districts,7.761866774029354,15
599,driven by,7.760680987507211,43
600,food choices,7.759835504752322,12
601,stay organized,7.756010139545241,14
602,not uncommon,7.755726820446293,18
603,chosen career,7.754974829269045,24
604,elementary school,7.752528909450021,22
605,not fatal,7.748251699884147,35
606,i 've,7.744389900993006,54
607,enabled me,7.738732148113407,13
608,find joy,7.73334932895772,10
609,physical health,7.733114804735727,67
610,long history,7.730122682859154,27
611,carefully consider,7.7299398216072035,16
612,fully understand,7.714575577635536,13
613,matter what,7.713953890340846,44
614,insights into,7.711640792282761,18
615,caused by,7.710004460852076,68
616,factors contributed,7.707208410338319,10
617,no longer,7.7067612732422255,44
618,own homes,7.703809998602557,17
619,debate over,7.7029255806879835,17
620,great way,7.700665392767096,138
621,extra hours,7.700215729299657,26
622,reasons behind,7.697009290712243,10
623,process called,7.694231543194547,48
624,been proven,7.692447032269218,10
625,not necessarily,7.690568556341919,61
626,than relying,7.689908416374191,17
627,less likely,7.681853537836268,26
628,you mentioned,7.678690598688551,20
629,economic growth,7.670385028478135,13
630,primarily due,7.670087583980681,26
631,high school,7.666701582587535,551
632,entirely new,7.666374692829741,10
633,traditional four,7.661839795722468,18
634,incredibly beneficial,7.660190114294238,28
635,every day,7.656493818182959,31
636,has enabled,7.65473673992884,40
637,giving up,7.654402466877944,46
638,fulfilling life,7.642231945015297,23
639,art classes,7.639339591971556,34
640,physical exercise,7.63547088040311,12
641,build relationships,7.6330148059241125,41
642,take advantage,7.63039324685624,61
643,body language,7.627941139715038,24
644,time spent,7.6273435188565095,49
645,school board,7.622802736291803,24
646,genetic factors,7.618770445670734,12
647,better prepared,7.6157118549574,17
648,energy sources,7.615230087965484,16
649,several reasons,7.608700872584581,43
650,doing something,7.607730922878716,30
651,our brains,7.605954660356005,37
652,an airplane,7.604069774609661,10
653,extremely beneficial,7.596764734152606,14
654,your passwords,7.5929218301411066,10
655,right choice,7.591490366896215,13
656,allowed me,7.586729054668357,24
657,major role,7.5777553825468225,14
658,recent studies,7.560451486459227,13
659,different colors,7.558763136306457,14
660,best interest,7.55794525297469,15
661,stay active,7.552635855999949,23
662,leadership skills,7.547802160445196,11
663,working together,7.544829945228148,59
664,he believed,7.544202822835796,10
665,studies show,7.538756415359908,12
666,relationship between,7.535935206852196,10
667,these compounds,7.535054709393744,12
668,body temperature,7.534074216250817,14
669,four-day school,7.533597786356236,75
670,time management,7.525867788547355,37
671,negative effect,7.523656877073758,24
672,any location,7.519889136275422,10
673,conferencing classes,7.5122066052911975,11
674,three year,7.511508808401709,13
675,staying true,7.510113765381536,21
676,overcome any,7.506083336750391,13
677,without causing,7.502472843364913,11
678,much easier,7.501013216529671,21
679,open up,7.494588781402918,70
680,options available,7.489679615891319,19
681,unique perspectives,7.488373808415059,16
682,remain true,7.4851674082513036,24
683,after-school activities,7.484949396155551,13
684,different types,7.473266916024851,25
685,best option,7.472820022347943,24
686,look at,7.471078523290078,65
687,those who,7.468696993539709,282
688,determine whether,7.468014134551549,10
689,successful outcomes,7.462307704034981,17
690,school diploma,7.458797706393309,11
691,find themselves,7.457880545163015,32
692,much needed,7.452838622453797,19
693,volunteer work,7.446993436675944,10
694,best fit,7.443486528389775,15
695,various forms,7.441835280594898,12
696,i knew,7.440713510661869,15
697,difficult situations,7.435917723289727,29
698,may seem,7.432630035354826,47
699,few key,7.430370094101441,32
700,negative implications,7.429020002935685,10
701,new things,7.427303530346663,40
702,regulated by,7.42686248156971,10
703,greater flexibility,7.409289118716879,11
704,names into,7.406171120128574,10
705,generated by,7.403901333126399,11
706,felt like,7.402516302339603,17
707,social interactions,7.401650375531375,13
708,stay engaged,7.394777746896045,13
709,individual needs,7.387106361202289,36
710,your hands,7.386470952673678,14
711,faster than,7.3840999868501065,17
712,classroom setting,7.38325968503753,33
713,team sports,7.382664367243946,10
714,strong relationships,7.379499867091884,27
715,significant role,7.371304505079394,32
716,trying something,7.3687921926623865,23
717,come together,7.365727518029555,27
718,achieving success,7.365657941938256,122
719,spread out,7.360609261444125,13
720,take risks,7.3503930105581645,65
721,progress towards,7.34989743228863,13
722,what kind,7.34971639806923,15
723,remote learning,7.349468703838923,12
724,large number,7.348849654251701,10
725,significant amount,7.345467782215167,34
726,school week,7.34431805559446,123
727,good grades,7.342796984129443,10
728,interaction between,7.340464084831034,17
729,build confidence,7.334684338342122,15
730,may struggle,7.334555318932189,38
731,unique perspective,7.3276534978689,12
732,let 's,7.325991119346671,55
733,different stages,7.321263822579802,10
734,your body,7.321179492421958,144
735,hands-on learning,7.320899551642153,10
736,taking risks,7.319647895013453,43
737,other commitments,7.318302324553613,17
738,what works,7.317294920376856,11
739,same level,7.316846742912318,21
740,spending time,7.316414422918406,44
741,various methods,7.3029221865902905,15
742,essay will,7.297536533744184,10
743,did indeed,7.297078683823607,12
744,different ages,7.29151647918575,10
745,your brain,7.289852762505056,77
746,new insights,7.28958466290786,12
747,right balance,7.285526825551651,11
748,never give,7.284100532760355,22
749,potential drawbacks,7.280404463699028,63
750,become overwhelmed,7.276428174513725,19
751,earlier than,7.275944750446666,14
752,longer days,7.269796994730855,12
753,depended on,7.268503677709337,10
754,numerous advantages,7.268339046007423,16
755,would depend,7.2647870577035185,14
756,quite different,7.262370133526229,18
757,connection between,7.258401231323287,11
758,depending on,7.2576153615666,132
759,every situation,7.252494590356566,10
760,early age,7.244165538148643,28
761,virtual classes,7.240127059854396,11
762,improved academic,7.239527105301782,22
763,additional hours,7.239049059291613,15
764,always doing,7.236750675754855,16
765,negative outcomes,7.236374924993289,11
766,many doors,7.230233660781618,12
767,eventually reach,7.227037060413952,11
768,various regions,7.226106589539462,10
769,best policy,7.2248609369762455,13
770,potentially leading,7.223318772167842,11
771,depends on,7.220409389508291,59
772,years instead,7.218532179389577,25
773,an excellent,7.215504486692009,25
774,educational materials,7.20718850502811,13
775,your password,7.205898707031858,10
776,travel through,7.201421412598464,20
777,various techniques,7.197251726867275,11
778,go back,7.1970693880587575,10
779,face challenges,7.193351982622573,16
780,by removing,7.192397227932686,12
781,enabled us,7.190659913072398,23
782,dealing with,7.188238403949018,26
783,interfere with,7.188238403949018,22
784,based on,7.186432544770302,205
785,give up,7.1801753714496535,78
786,best choice,7.1713114686995105,16
787,has been,7.1699663192349625,306
788,real world,7.16926072913475,12
789,energy levels,7.1692607291347485,17
790,has shown,7.169226032701545,63
791,different perspectives,7.164394973962935,37
792,filled with,7.160224027779421,51
793,multiple times,7.152534430158038,14
794,challenge ourselves,7.150259767204695,12
795,know someone,7.149510898752432,18
796,reliance on,7.148209443991625,23
797,food options,7.1475656580354325,13
798,an integral,7.145470240033237,43
799,more in-depth,7.141656267740149,15
800,interacting with,7.1393288034680715,29
801,extra effort,7.136438558469129,12
802,could potentially,7.132447482325215,41
803,being mindful,7.131838570384007,12
804,would otherwise,7.121148747781486,20
805,i 'll,7.118785415774507,20
806,i chose,7.118785415774507,15
807,creative ideas,7.118323763909526,12
808,in-person classes,7.110844042909429,11
809,not only,7.1072677161354605,297
810,away from,7.10572633745484,143
811,never grow,7.105130391715036,11
812,your skin,7.101068733811427,32
813,could mean,7.1000987046273565,21
814,dependent on,7.098578676267024,24
815,before making,7.095959805823448,75
816,extended hours,7.095596269210493,10
817,free time,7.094022001581958,48
818,using cell,7.0931577500489595,10
819,during lunch,7.092074238889589,11
820,gives us,7.085335858584724,54
821,determine if,7.079753199457812,23
822,digital resources,7.078971843805649,10
823,shaped by,7.076920010512747,24
824,associated with,7.07612803762748,198
