,Phrase,PMI,Count
228,computeraided design cad,26.176421776298156,27
229,ra p rb,26.164610049579345,21
230,rb p ra,26.164610049579345,21
231,vegetables whole grains,26.157746694794156,33
232,rio de janeiro,26.146218183771204,20
233,voc pode usar,26.135835652366154,45
234,vous avez besoin,26.11118992626883,22
235,sie sicher dass,26.10926977543632,20
236,donation dear donors,26.105343677758793,30
237,requesting account summaries,26.102408231768013,30
238,dsol mais je,26.100590614427677,26
239,carnet de bord,26.06998259794412,30
240,filosfico de gustavo,26.066535012257837,23
241,wealth passing lane,26.055663807647807,23
242,soap box printing,26.037975673838087,254
243,torchnn as nnimport,26.03472066964458,21
244,con otras aplicaciones,26.030618156119544,20
245,bowl whisk together,26.022172895206896,33
246,es gibt viele,26.01312812686747,25
247,req res const,25.985410879444995,40
248,vez que hayas,25.963474564012692,31
249,amplia gama de,25.962257526579858,21
250,kann ich ihnen,25.953656846389972,23
251,peut tre utilis,25.91213085017522,27
252,myersbriggs type indicator,25.898748245588415,24
253,orbital data semimajor,25.892836325137136,20
254,sr je peux,25.890198316467412,22
255,unesco world heritage,25.884169484792967,58
256,bonjour je suis,25.873840883606356,33
257,en tant quexpert,25.860144392336974,26
258,cinco de mayo,25.815708863226916,21
259,objectoriented programming oop,25.813052240507396,50
260,sostiene que dios,25.81175095430368,20
261,hypertext transfer protocol,25.77652320814943,39
262,native american tribes,25.773954723336132,25
263,neural networks rnns,25.74707885009047,46
264,venture capital arm,25.73170189670928,36
265,soonbest regardsyour name,25.70543064113083,25
266,del mundo espiritual,25.70289566108416,36
267,el mundo fsico,25.693098103097686,37
268,nurturing moral intelligence,25.692307717917366,50
269,singular value decomposition,25.682066270337863,22
270,ja ich kann,25.66795872043185,20
271,de nmadas digitales,25.645783861784604,21
272,neural networks cnns,25.632907830171163,60
273,former nfl player,25.612872757330692,20
274,vegetable salad dinner,25.607842221207648,21
275,week monday tuesday,25.606583194974675,22
276,organic hydroponics iot,25.585281889449973,21
277,ops specialists should,25.571461591846194,25
278,vous pouvez utiliser,25.57124646335938,109
279,super premium segment,25.563115394886474,21
280,torchimport torchnn as,25.558282625701594,23
281,cascading style sheets,25.556067108033634,20
282,evaluacin de desempeo,25.535593525835232,26
283,de motoplace xtreme,25.504311435831724,25
284,la commande suivante,25.471738016027842,32
285,lenguaje no tengo,25.444706051544447,20
286,decentralized finance defi,25.4257267302858,29
287,por lo tanto,25.379121923007844,68
288,border px solid,25.375072653689273,47
289,mise en uvre,25.37134785444064,21
290,arduino ide arduino,25.36911819959367,24
291,estoy aqu para,25.36569072833466,40
292,esta escuela se,25.35530725038591,36
293,colors global illumination,25.33181802218052,21
294,materialismo filosfico de,25.329569418091634,23
295,tienda de motoplace,25.328234207407817,20
296,hier ist ein,25.322113566551945,43
297,es importante recordar,25.320348185179665,20
298,peptide synthesis including,25.306175462283182,30
299,villa mar y,25.305897877429715,24
300,augmented reality ar,25.286364919526466,25
301,hiring manageri am,25.275515620557943,43
302,cc ng dng,25.272549840892825,20
303,capacitacin en lnea,25.270283092202973,28
304,amricaine en afrique,25.269696352532087,75
305,mot de passe,25.24561857718316,40
306,th square doubled,25.220500483152698,24
307,cryptography drug discovery,25.21391820653747,22
308,measurable achievable relevant,25.19849316238225,39
309,children aged raising,25.1983848276655,25
310,la respuesta correspondiente,25.1928438494401,20
311,da mt nhn,25.170092959936078,23
312,accuracy precision recall,25.16834899382416,53
313,spanish french german,25.160892576134962,20
314,partition kb free,25.158098973647665,20
315,v cng ngh,25.152376438742056,22
316,ist wichtig dass,25.14371466866499,24
317,ecce curriculum model,25.12968335595789,20
318,conomique chinoise et,25.127644627482972,53
319,err throw err,25.111367662599964,23
320,les pays africains,25.1075574058047,20
321,je ne peux,25.095996538397404,34
322,hypertext markup language,25.0827943414642,32
323,recurrent neural networks,25.069971635780007,55
324,crossorigin resource sharing,25.04314097400625,23
325,styletextalign center position,25.017338356242075,21
326,en temps rel,24.997338800267944,50
327,amplia variedad de,24.958982394546997,22
328,commercial appraisal report,24.95828619397849,40
329,toma de decisiones,24.954207692322218,29
330,sr je suis,24.954142511697217,25
331,peux vous aider,24.95296947580906,32
332,human rights abuses,24.938835819589578,28
333,ha tenido un,24.930386227970477,20
334,db spring boot,24.911535961950463,25
335,ne suis pas,24.909243412240574,28
336,major forex pairs,24.905685886409515,21
337,voici quelques suggestions,24.885226791576013,24
338,childrens morality target,24.853022125940573,24
339,em um fundo,24.805292125080012,27
340,dns dns dns,24.76635342300825,25
341,like nltk spacy,24.74849556653894,21
342,les tudiants peuvent,24.747100244924823,37
343,cet article nous,24.687841550725626,21
344,in eldoret bungoma,24.64943057512558,34
345,convolutional neural networks,24.64801472256137,72
346,moteurs de recherche,24.642508729751743,22
347,catch error consoleerrorerror,24.638120585804295,44
348,performance indicators kpis,24.634235565727042,97
349,internal combustion engine,24.629163884275272,20
350,now alternatemcc null,24.61713865107881,20
351,voici une liste,24.60053507384575,24
352,cela peut tre,24.599479351386528,33
353,px px gray,24.594775773675565,26
354,nginx rtmp server,24.587310084795178,22
355,se concentre sur,24.575911062505728,20
356,precision farming iv,24.55626288354392,34
357,cognitive behavioral therapy,24.535031974345635,20
358,results pages serps,24.532085676241387,26
359,prendre en compte,24.531086950440173,31
360,clinical trial sites,24.530836705488316,21
361,decentralized applications dapps,24.52761134611666,21
362,fsx for lustre,24.527258260229697,21
363,estar encantado de,24.52132855977359,41
364,def strself return,24.515674440942725,34
365,el mundo espiritual,24.513639477766574,36
366,bench press sets,24.501755604422716,30
367,azure blob storage,24.496466564807047,74
368,la diplomatie conomique,24.494839820608192,184
369,large mixing bowl,24.493768329786796,33
370,happily ever after,24.483389796508902,75
371,popular tourist destinations,24.478325967286263,20
372,sudo aptget install,24.449460215199895,21
373,poem line ending,24.445465915832816,56
374,shortterm memory lstm,24.44023626281986,23
375,sin embargo es,24.400324076674657,41
376,fruits vegetables whole,24.39302298286136,30
377,red bell pepper,24.38924453160082,20
378,supersedes all prior,24.37994087803994,25
379,sigmoid activation function,24.3722188231819,30
380,small village nestled,24.367474648740224,37
381,postes de travail,24.361054384851492,21
382,es ist wichtig,24.35902743590986,67
383,extensible markup language,24.350274652329194,20
384,el siguiente cdigo,24.339407674732875,37
385,es importante tener,24.336238087109248,97
386,varier en fonction,24.335942518309437,21
387,etc tp sur,24.33491957759593,36
388,affordable housing crisis,24.330275723698943,20
389,th century bce,24.31929422043584,24
390,desarrollo y crecimiento,24.31413827066093,21
391,chinoise en afrique,24.31120456043636,42
392,tener en cuenta,24.30992416017017,95
393,banco de dados,24.308128893818125,47
394,matplotlibpyplot as pltimport,24.307153773480625,22
395,telesigns sms api,24.29563728761345,23
396,miami colors global,24.28345500061912,21
397,ne sont pas,24.281262555144156,35
398,importante lembrar que,24.276823254984322,26
399,constitution intelligence wisdom,24.26945360610216,22
400,fresh cut fruit,24.265662378430672,72
401,rich cultural heritage,24.24578091311378,53
402,young adults aged,24.237308999681563,20
403,viable product mvp,24.232672921606614,21
404,quels sont les,24.230737664084,20
405,trees random forests,24.229383933440626,34
406,mots de passe,24.219146365821967,24
407,conomique amricaine en,24.21485518030299,46
408,quantummechanical phenomena such,24.211532831819188,81
409,matplotlibpyplot as plt,24.19821940192746,34
410,olive oil salt,24.19386541024243,22
411,en primer lugar,24.16820323487934,29
412,post headers contenttype,24.162033311483132,24
413,offshore renewable energy,24.149160868956837,32
414,ver la solicitud,24.116391789002222,36
415,relu activation function,24.09683331423157,21
416,si vous avez,24.09557635848343,78
417,facteurs tels que,24.091590830063026,25
418,def forwardself x,24.086702987516535,25
419,bliss house tools,24.066858491320733,23
420,les tatsunis ont,24.036899783228765,41
421,conomique chinoise en,24.028734318504664,44
422,je peux vous,24.023818516933343,62
423,jespre que cela,24.007323381997598,20
424,custom soap boxes,23.991698225521553,78
425,qui permet aux,23.98479418999861,22
426,ao longo do,23.96281767844154,20
427,periods requesting account,23.955649214904746,25
428,onions from weeds,23.953078341386878,33
429,objetivos de aprendizagem,23.947834857301977,20
430,estudiantes de ridenconquer,23.941716748139022,25
431,including protocols reagents,23.925695185040706,30
432,cch s dng,23.921214990774065,20
433,texture feature extraction,23.916966273187253,24
434,aqu para ayudarte,23.909731760822435,37
435,frogman of cardiff,23.905652666403277,22
436,voici un exemple,23.896231880843427,80
437,normal form nf,23.894482107921156,29
438,unlike classical computers,23.885891264909425,31
439,civil rights movement,23.87742179157495,32
440,mean squared error,23.876012156662547,83
441,gestin de proyectos,23.875903645145662,52
442,merchynts local seo,23.858833850835445,45
443,tags meta descriptions,23.844514995425495,23
444,votre public cible,23.840681543720432,32
445,cela signifie que,23.823667087282452,23
446,proyectos en lnea,23.799963157422944,24
447,je ne suis,23.794943916847963,30
448,vous pouvez crer,23.794486244402638,30
449,logotipo para uma,23.79209608620229,27
450,active directory aad,23.7797746153907,27
451,su relacin con,23.76761913691156,30
452,el registro logging,23.766853560683625,36
453,cut fruit subscription,23.762485478711056,35
454,automate repetitive tasks,23.73857260579526,44
455,lakatos and meehl,23.735610020130107,20
456,dla x cm,23.707970063386494,20
457,merchynts magical content,23.702808377842235,34
458,aged raising good,23.700065443628283,25
459,over mediumhigh heat,23.6971077722837,41
460,react usestate useeffect,23.688463726667553,35
461,introduction briefly introduce,23.68821761363495,22
462,th square grains,23.68076723642454,24
463,ist wichtig zu,23.67106284583762,20
464,keyword cluster keyword,23.658698906264636,55
465,dirac delta function,23.646928399899863,26
466,vous pouvez galement,23.64045993810748,43
467,servicios de capacitacin,23.638515861320567,21
468,external sharepoint site,23.637785759677747,46
469,navigos travel services,23.636927140412187,21
470,otras aplicaciones y,23.633631764534137,20
471,intent title meta,23.619986442073593,51
472,aider le freelance,23.603628925926568,27
473,international criminal justice,23.60134141780571,20
474,data semimajor axis,23.601232767106573,25
475,encantado de ayudarte,23.596283068049967,26
476,random forest classifier,23.596260522743055,22
477,medidas de seguridad,23.59475985876014,25
478,se concentrer sur,23.593120352537948,23
479,ebin new york,23.58760775646923,29
480,amazon elastic container,23.584944203649002,31
481,en qu puedo,23.582583218572626,74
482,nsw australia please,23.57786067098403,23
483,late th century,23.575580801483664,76
484,needle or capillary,23.564988885200215,21
485,de alta calidad,23.558161409775977,58
486,peut galement tre,23.552157882276553,21
487,agent agent agent,23.538697941655474,20
488,proven track record,23.53585912826305,131
489,min drive estimated,23.52287994057504,23
490,la bonne entreprise,23.513545684125383,20
491,par exemple si,23.503145186858426,26
492,comprendre les besoins,23.501183310599405,22
493,fourday school week,23.496359388795852,74
494,isso significa que,23.492128759646757,22
495,human rights violations,23.485663191423964,28
496,de haute qualit,23.478532994640616,24
497,importante destacar que,23.46473818101432,24
498,nsw australia let,23.45785480112455,21
499,costs co emissions,23.436345098607795,24
500,spent countless hours,23.43386874649664,25
501,calculations much faster,23.415512306389747,140
502,dla y kg,23.40481137550205,20
503,or capillary tube,23.402435872414255,21
504,logical reasoning critical,23.39044862599852,22
505,sql injection attacks,23.382952843420707,26
506,kikuyu and meru,23.370613203350857,30
507,migori kikuyu and,23.370613203350853,34
508,healthy worklife balance,23.353885393495176,25
509,neural network rnn,23.337644181068853,27
510,fifa world cup,23.33408419732959,30
511,being explicitly programmed,23.330445096572717,23
512,real estate appraisal,23.318028511242378,26
513,p rb p,23.307823503291264,21
514,pyramids of giza,23.298413245395285,22
515,ioi navigo and,23.28815104315888,27
516,into bitesized pieces,23.285869315071544,21
517,gran cantidad de,23.2852713364306,29
518,fairly compensated for,23.284459628231414,24
519,rising sea levels,23.27383209928759,22
520,ne peut pas,23.271599457793442,20
521,dans cet article,23.26520461481738,25
522,phineas and ferb,23.258767236377786,27
523,specific measurable achievable,23.258600175375836,38
524,ar v imagine,23.249204001881075,46
525,reduce greenhouse gas,23.233154379244816,48
526,template metadata labels,23.21403535092431,21
527,long tail keywords,23.208660908697254,51
528,requires careful consideration,23.20641217897877,28
529,elastic compute cloud,23.198537824394347,20
530,nhsitez pas me,23.193722537600394,40
531,tatsunis en afrique,23.18675718951187,21
532,fin de compte,23.186550975159584,32
533,blood sugar levels,23.18529292414608,58
534,free dating sites,23.177356854967176,20
535,le rsultat final,23.174874670905265,25
536,donors name congratulations,23.159393652318,30
537,navigo and spond,23.158868026213913,32
538,hosting hosting hosting,23.156838430670973,40
539,of cardiff docks,23.155630919411625,22
540,casa de campo,23.154784258675758,46
541,now now alternatemcc,23.128607431973293,20
542,voici les tapes,23.127097592200343,28
543,into fixedsize blocks,23.126592046271163,22
544,traditional chinese medicine,23.124931192985574,41
545,imagine prompt logo,23.106371256451325,33
546,ar imagine prompt,23.101905547802694,25
547,para obtener informacin,23.093589391803405,25
548,puedes usar el,23.062753362845836,26
549,um logotipo para,23.06092678364527,27
550,metal shading language,23.05194252385493,20
551,mediumhigh heat add,23.04099712554208,26
552,cosine similarity between,23.01954132204117,21
553,emaad and mustafa,23.01845290704408,20
554,clm tool offers,23.014474962604186,27
555,using cassandra db,23.01318884486979,40
556,community tax certificates,23.01298903536508,74
557,qui peuvent tre,23.004671774763878,25
558,popular tourist destination,22.96968347386355,22
559,theres anything else,22.958438319791984,82
560,search engine rankings,22.954273571199483,87
561,fonction des besoins,22.944902151121376,20
562,oh oh oh,22.94481715813924,25
563,far far away,22.923691604089754,45
564,foreign key referencing,22.914648449897623,23
565,resource planning erp,22.90665868766696,26
566,construed in accordance,22.9003921486588,28
567,tre utilis pour,22.899676748454326,20
568,convolutional neural network,22.893887534007533,73
569,aqui est um,22.889128231606495,30
570,verifiable credentials digital,22.887280179140344,25
571,por su obra,22.886811420913443,21
572,english spanish french,22.881687752458973,20
573,ist es wichtig,22.877900746173246,24
574,hola en qu,22.87739711964705,43
575,il est donc,22.86695706480487,44
576,ce qui peut,22.852611624160367,51
577,es una herramienta,22.8362348469007,66
578,esto significa que,22.827986997233563,24
579,aqu hay un,22.82518381989026,24
580,width px height,22.814837238870492,45
581,space solar panels,22.81105203856261,23
582,quelques exemples de,22.80985978753023,25
583,office space interior,22.805273939621188,34
584,decentralized autonomous organization,22.800072401572297,29
585,early th century,22.7976552073796,127
586,ragnar and leif,22.79701056479425,20
587,the queensland atar,22.783094441863803,20
588,abstract syntax tree,22.782359690985782,34
589,embargo es importante,22.776027668955855,21
590,dans le domaine,22.7751805319781,33
591,multidimensional world office,22.770807656375037,36
592,px height px,22.767655302140422,47
593,hay un ejemplo,22.765350570373077,21
594,recurrent neural network,22.762512689707396,38
595,single image deraining,22.757073122778316,22
596,rapidly evolving field,22.755246308280405,28
597,err nil return,22.75234865024833,48
598,reality tv shows,22.750472928199642,71
599,spec containers name,22.74607262562818,21
600,moral intelligence accurately,22.745326100216857,25
601,mais je ne,22.73304285888858,31
602,archivo de registro,22.732210732563182,54
603,por ejemplo si,22.729792778312675,35
604,text required falsename,22.729785738737128,23
605,de manera efectiva,22.69309490804007,41
606,traditional latin american,22.692324940510744,26
607,on peptide synthesis,22.688838959683817,30
608,title speaks directly,22.687916214311503,25
609,real estate agents,22.68347822240327,51
610,early th centuries,22.6727487628943,50
611,dear donors name,22.66099604268143,150
612,spring boot spring,22.660937980798657,26
613,you soonbest regardsyour,22.658231461335006,32
614,the collatz conjecture,22.65756355977994,20
615,in oak barrels,22.65687538728675,20
616,div export default,22.64740400795174,93
617,frequently asked questions,22.645368434003625,77
618,separated by commas,22.64404654659418,36
619,datetime import datetime,22.630791049935517,20
620,todo el mundo,22.627806642845965,37
621,mostrar la informacin,22.625277588996454,36
622,nocode integration tools,22.612837751128726,31
623,target niche childrens,22.605417760676385,25
624,herramienta de gestin,22.60538927419104,27
625,minimum viable product,22.597173028089717,34
626,as npimport matplotlibpyplot,22.596183387847365,21
627,npimport matplotlibpyplot as,22.596183387847365,21
628,my epic victory,22.585897108907925,32
629,private cloud vpc,22.585343128564794,20
630,extreme weather events,22.556960876618305,24
631,buildbuildcontext context return,22.538349123836984,47
632,land far far,22.537181001328,24
633,fcil de usar,22.525388351515353,30
634,modelo de lenguaje,22.511444454490952,58
635,appraisal report writing,22.509921461029794,40
636,sr voici un,22.497135925433604,25
637,se puede hacer,22.49474045316532,27
638,neural network cnn,22.493451350655672,49
639,px px px,22.48786056975905,37
640,commercial real estate,22.487631805683495,57
641,se puede utilizar,22.48754495176112,40
642,engine optimization seo,22.485342636768856,100
643,qui peut tre,22.48386640998367,31
644,morningstar and morpheus,22.48308793260927,20
645,espero que esta,22.4799215143472,26
646,espero que esto,22.465416917848856,20
647,sentences active voice,22.46429717901659,31
648,takes disk io,22.462357193942758,26
649,pas me poser,22.456756943434186,20
650,unique selling proposition,22.450968206510627,70
651,delivery network cdn,22.442886392818846,25
652,interactive childrens reading,22.430751816645387,20
653,dear hiring manager,22.418093981844148,43
654,table expression cte,22.402912923769136,32
655,dans le monde,22.399671396885893,33
656,override public void,22.37820620066088,49
657,rod b rod,22.37513413663273,22
658,custom soap box,22.373304655198147,78
659,federal funds rate,22.369216682763913,26
660,p ra p,22.361762310402067,25
661,reusable ui components,22.361573721000934,26
662,boolean indicating whether,22.345634379163382,34
663,stimulate economic growth,22.337099904396624,22
664,sich auf die,22.33230251908076,25
665,bullet points slide,22.324462877985706,36
666,about bliss house,22.3219785547002,23
667,flora and fauna,22.319012006863645,21
668,des recommandations pour,22.309016531613473,20
669,delves deeper into,22.30865102281844,27
670,raising good kids,22.304615749718835,25
671,logistic regression model,22.28635241507322,34
672,flask import flask,22.281118605885037,36
673,strengths weaknesses opportunities,22.27745046038684,53
674,suen a drcen,22.27294462790716,75
675,clinical trials industry,22.2722833312387,21
676,typescript typescript typescript,22.271976670973253,35
677,intelligence accurately describes,22.271810135672286,25
678,while nurturing moral,22.271598309830196,25
679,rtmp server configuration,22.268422444227866,22
680,est um exemplo,22.265309795068315,24
681,la cration dun,22.257020656604322,24
682,interactive brokers api,22.256310556947714,45
683,minor e minor,22.24559647272513,26
684,suis ravi de,22.2231838720698,20
685,a liberdade financeira,22.213516706282817,27
686,movies tv shows,22.21172617031764,20
687,importante tener en,22.21088210384133,84
688,libraries like xmltodict,22.187350427673767,21
689,pode ser uma,22.186815860173226,24
690,public static void,22.180672766580848,120
