,Phrase,Count,PMI
1230,the classroom can be,12,12.328297427755011
1229,to be successful in,24,12.33736630738806
1228,failure can be a,16,12.344666569360655
1227,", such as the",23,12.35352212780321
1226,the opportunity to take,11,12.360097146116523
1225,can lead to a,78,12.365894892670575
1224,the opportunity to work,12,12.372210867656705
1223,", it is not",20,12.387320723163086
1222,become one of the,14,12.392108168640057
1221,can be hard to,15,12.41801346607943
1220,of having a positive,10,12.418507840632095
1219,in the classroom can,26,12.424075991525427
1218,for students to learn,13,12.437481085384434
1217,have access to a,19,12.439446295245993
1216,opportunities for students to,12,12.45003325670514
1215,of committing to a,14,12.47610221151205
1214,the other hand the,18,12.480607810937137
1213,way for students to,19,12.484831270141242
1212,time and energy to,12,12.506691635014846
1211,it is difficult to,28,12.507715145076425
1210,in the form of,29,12.51761870512383
1209,can also be more,10,12.543692854597374
1208,in order to be,27,12.551129919763895
1207,that need to be,15,12.556093870924592
1206,have the power to,15,12.558891008986059
1205,students more time to,20,12.576845675187535
1204,students the opportunity to,48,12.583448675581124
1203,to the school day,37,12.589758988515555
1202,can be a difficult,17,12.590156291683819
1201,it is up to,39,12.59047778990788
1200,it is important that,22,12.59710976434772
1199,to provide students with,15,12.605262431916032
1198,on a variety of,10,12.605879380100077
1197,it can lead to,43,12.607437018133403
1196,take the example of,11,12.619453379758298
1195,attitude can have a,13,12.645669742646973
1194,students the chance to,16,12.64664250206831
1193,to learn how to,11,12.648507305591075
1192,have the courage to,11,12.662735221384764
1191,skills and knowledge to,10,12.707439580721264
1190,in life having a,10,12.708857251167288
1189,when working in a,11,12.710647690589852
1188,have more time to,19,12.721337458528332
1187,can also help to,28,12.73834838362631
1186,can be beneficial to,25,12.739127628623116
1185,to success in life,23,12.751034286941646
1184,to be yourself in,17,12.751209028096845
1183,for students and teachers,10,12.754081052253454
1182,take the time to,51,12.758556721788807
1181,it is easier to,10,12.773408006382255
1180,the other hand a,14,12.793369955323008
1179,to make the best,18,12.795193852718057
1178,the only way to,11,12.859917057421477
1177,it more difficult to,13,12.86128744789574
1176,be seen in the,13,12.865302571062095
1175,in a world that,33,12.86651951615088
1174,them the opportunity to,22,12.870678978703907
1173,the potential benefits and,15,12.874568443090226
1172,with a group can,11,12.877893803607286
1171,could lead to a,14,12.889726513050398
1170,", but it is",13,12.893904600538264
1169,it is necessary to,18,12.900787312858476
1168,important part of the,13,12.903755809146979
1167,to become a better,10,12.904940283472463
1166,can be used in,11,12.94363373469929
1165,have the opportunity to,53,12.944898994207747
1164,part of the learning,10,12.947142599221728
1163,as such it is,15,12.949550514787767
1162,provide students with the,19,12.957204126089962
1161,it is challenging to,10,12.961223166720458
1160,the skills and knowledge,12,12.981378762893932
1159,in a variety of,34,12.987152055830954
1158,as a form of,10,12.996362716114064
1157,hours to the school,20,13.00953251003677
1156,in the end it,16,13.028079719786781
1155,", there are a",19,13.029962565011026
1154,is up to us,11,13.03640805475527
1153,with a variety of,14,13.03932526548418
1152,can have a positive,30,13.0460062992519
1151,for both students and,25,13.069597158626586
1150,the school day is,17,13.089151286842103
1149,the knowledge and skills,13,13.096855980313869
1148,one of the best,17,13.130730253313011
1147,in the context of,13,13.139478288623948
1146,as a result of,12,13.15651994130755
1145,are a variety of,13,13.156794330577817
1144,additionally it can be,12,13.166370209280828
1143,with a sense of,24,13.16696627671545
1142,a break from the,13,13.172977628772479
1141,the potential advantages and,11,13.186869043449633
1140,the benefits of working,10,13.19598631360325
1139,can lead to success,14,13.201610595756463
1138,phones can be a,12,13.207163045610727
1137,", the concept of",11,13.214330142262298
1136,it allows students to,17,13.224530908888582
1135,s also important to,10,13.230461730294621
1134,it s essential to,10,13.288959732042088
1133,a world that is,30,13.298117738486638
1132,to commit to a,21,13.33288258611433
1131,had the opportunity to,11,13.338365763902829
1130,in the face of,84,13.342856332041755
1129,the one hand it,12,13.344912012424409
1128,is the courage to,38,13.345222276486382
1127,the key to success,15,13.346957336999438
1126,a group can be,19,13.353807223217125
1125,for a variety of,25,13.357258046360933
1124,in a group can,39,13.371583274986271
1123,to decide on a,11,13.394317600619367
1122,that needs to be,11,13.395406543427121
1121,difficult for them to,10,13.401643106925533
1120,positive attitude is the,12,13.414583509435644
1119,who you are and,12,13.425821192524218
1118,to a combination of,46,13.432572343686594
1117,a positive attitude and,22,13.432943484991014
1116,ultimately the decision to,11,13.43421358341589
1115,be yourself in a,17,13.43744602820631
1114,and allow them to,12,13.437816620407403
1113,it is essential that,12,13.454797674480211
1112,can be the difference,10,13.485371510747484
1111,taking the time to,59,13.492412414591982
1110,students to focus on,11,13.52098608502525
1109,activities on the other,10,13.53684047221563
1108,on their studies and,10,13.549111171062044
1107,students with the opportunity,18,13.552973381767707
1106,in a group also,11,13.553772381321124
1105,opportunity for students to,26,13.554014835287248
1104,is important to take,25,13.564703818596044
1103,it is easy to,11,13.579531959900251
1102,we can create a,10,13.58619789394566
1101,example of this is,17,13.59158691170191
1100,it is essential for,13,13.595276033124044
1099,the implementation of a,11,13.59851530306792
1098,it can also be,51,13.599236361972956
1097,may not have the,26,13.61598357782097
1096,it can be hard,10,13.61996755509071
1095,the potential benefits of,17,13.629251020857403
1094,", for example ,",10,13.631298136682247
1093,to make the right,19,13.645050416152586
1092,by a variety of,10,13.645734501898232
1091,in high school can,13,13.650907239753977
1090,important to understand the,25,13.654361413008381
1089,in the case of,33,13.666878830937243
1088,having the ability to,15,13.689125052487242
1087,students have the opportunity,16,13.725877837269785
1086,to consider the potential,17,13.728341448883526
1085,the opportunity to develop,10,13.730578343467933
1084,students to use their,26,13.742359325689826
1083,is important for students,29,13.742642989954689
1082,to get a better,10,13.748538726129894
1081,difficult for students to,34,13.754416668081866
1080,to note that the,40,13.76189100903052
1079,high school students to,14,13.762024755202447
1078,has the potential to,73,13.762896421617818
1077,it also helps to,10,13.769881591900784
1076,but it is not,11,13.785676765048613
1075,to make their own,15,13.786798417539778
1074,to ensure that students,19,13.790747007031968
1073,key to success in,10,13.803371136558887
1072,can help us to,39,13.81463751920213
1071,a group can also,10,13.816403690425524
1070,that can help them,12,13.818033406489313
1069,students have access to,14,13.821536001375797
1068,is essential to success,12,13.826888507346602
1067,provides students with the,11,13.82880506206562
1066,that can help us,11,13.829659496378348
1065,of the world around,10,13.854037725307649
1064,be used as a,14,13.864842816215102
1063,with an opportunity to,17,13.871934453727775
1062,to a decrease in,24,13.872552006237335
1061,may be difficult to,14,13.876244556666549
1060,success it is important,12,13.881648069030412
1059,can be used for,12,13.882877258788739
1058,the use of technology,18,13.892647816737643
1057,can give us the,10,13.89403590022475
1056,to become a successful,12,13.903923943140967
1055,provide students with a,23,13.908170792473982
1054,is also important to,62,13.924540904997286
1053,the lives of those,13,13.92587114160061
1052,can lead to better,14,13.938881167207583
1051,of hard work and,15,13.945272561310418
1050,students can use their,11,13.953767135659845
1049,from a variety of,16,13.96903546469025
1048,it can be beneficial,17,13.96965086983117
1047,be mindful of the,13,13.977338619287657
1046,to a career early,10,13.980735601811112
1045,to make the most,40,13.995932612706795
1044,for success in life,15,14.000356645118217
1043,is also a great,11,14.011163739909797
1042,the opportunity to gain,13,14.031633826641666
1041,up a world of,13,14.035196233727454
1040,it is possible for,11,14.044009318900095
1039,the same time it,11,14.044521995649852
1038,it is impossible to,11,14.045708308170902
1037,in the pursuit of,22,14.057668783969412
1036,take for example the,13,14.062403409188
1035,of people who have,11,14.068815303530464
1034,to take a break,10,14.073012552695268
1033,can be used to,50,14.075777229217245
1032,which can make it,10,14.084013595188665
1031,students to complete their,10,14.086493625285236
1030,positive attitude is a,12,14.089915733206233
1029,students to participate in,17,14.104605239890816
1028,providing students with the,14,14.118923913963059
1027,to gain a better,13,14.120477695460139
1026,is important to ensure,12,14.13273592336732
1025,of being able to,18,14.144680073473971
1024,not have access to,10,14.144685029260138
1023,can have a significant,14,14.161270766401202
1022,is important to stay,19,14.17364911663337
1021,be a source of,14,14.1746235462536
1020,to work at their,15,14.196441975980406
1019,", known as the",12,14.2020051994987
1018,part of life and,25,14.213014059409055
1017,students may not be,11,14.217558067462711
1016,to learn from our,12,14.223081080315794
1015,life it is important,15,14.223844243690316
1014,to an increase in,20,14.234122808809175
1013,can be easy to,16,14.236196568568147
1012,the importance of having,12,14.244242469633242
1011,is important to keep,11,14.247871634088803
1010,it allows them to,13,14.250268970985971
1009,essential part of the,10,14.257401213941883
1008,it is possible that,13,14.260016277179993
1007,it difficult for students,14,14.261225338621571
1006,to personal growth and,10,14.274317888124521
1005,for the first time,21,14.275560045636539
1004,can be difficult to,88,14.275888068961322
1003,but it is also,14,14.276700531822698
1002,is the best way,10,14.279322042390874
1001,can have a negative,20,14.286382686658143
1000,is ultimately up to,11,14.308235911938958
999,make it difficult to,19,14.323250206189378
998,the benefits and drawbacks,11,14.3237317262737
997,be aware of the,27,14.325517606366738
996,it is essential to,79,14.332623344534987
995,to take part in,17,14.34571911270313
994,important to ensure that,12,14.35234567806333
993,of the most important,39,14.360576214327736
992,the importance of making,10,14.36774281648973
991,a great example of,10,14.3748169374661
990,some of the most,20,14.387249130841212
989,it is important for,75,14.391497977430191
988,making it difficult to,11,14.39816359692707
987,as well as a,23,14.40049319680103
986,to be mindful of,18,14.435919126249999
985,they are able to,15,14.436195795357158
984,that can be used,18,14.442838618286004
983,this can lead to,60,14.445849182516177
982,in a group has,16,14.454215726319497
981,of extending the school,10,14.455479235802585
980,in order to stay,10,14.462143406831778
979,help to ensure that,12,14.481961458252975
978,on a person s,12,14.488698576195382
977,the best way to,36,14.505936126240655
976,the other hand students,13,14.509117048922292
975,it can also help,28,14.525264973358745
974,having the courage to,12,14.534094266344631
973,can be difficult for,29,14.540431164076658
972,that may not be,22,14.549651347238637
971,it is possible to,57,14.551473995802475
970,as well as the,41,14.55915102159151
969,to be aware of,32,14.559725327864399
968,time with family and,13,14.561191470224024
967,be more likely to,14,14.574188174375017
966,for most of us,10,14.577545506064787
965,can help to reduce,11,14.58703212430082
964,success in life it,24,14.599351421338227
963,the comfort of their,32,14.617030562091358
962,understanding of the world,20,14.621675015216276
961,to make our own,16,14.631662106708461
960,opportunity to learn and,29,14.633829729097641
959,lead to a lack,13,14.638600471981768
958,attitude can lead to,20,14.640446046606392
957,time to focus on,12,14.646842448225186
956,not be able to,27,14.655445963700508
955,can also lead to,56,14.662186211790072
954,to maintain a positive,11,14.66666726384063
953,high school can be,13,14.670605893403497
952,", it is important",73,14.671205015854945
951,students are able to,33,14.673343470047499
950,in order to create,11,14.674804290150455
949,to take control of,10,14.675102766030953
948,the potential consequences of,10,14.682088011940102
947,about the importance of,10,14.692163330725869
946,the opportunity to learn,32,14.696812053735137
945,can often lead to,24,14.698303273474352
944,can be beneficial in,47,14.7021413671455
943,of kindness can have,11,14.714858884257403
942,can be detrimental to,18,14.730743774067093
941,when i was in,13,14.732513409350595
940,for a long time,14,14.739809943208051
939,better understanding of the,28,14.756680845667915
938,true to ourselves and,10,14.768535304033954
937,could lead to an,11,14.776793515636797
936,however it is also,15,14.777222710918117
935,a positive attitude in,29,14.793832481526955
934,positive impact on the,11,14.805738137730913
933,as a learning experience,12,14.80829421950915
932,to focus on their,29,14.813224780985557
931,but it is important,17,14.82969581636086
930,in achieving success in,11,14.830131237391988
929,those with a positive,12,14.830700594029658
928,all of which are,10,14.835908390741771
927,part of life it,12,14.851095503514117
926,important to recognize the,22,14.852406478693368
925,essential in order to,13,14.890322414900197
924,make the most of,47,14.892645158196231
923,be difficult for students,18,14.908858558542832
922,it can help us,25,14.960008079847043
921,by a combination of,12,14.970371157400464
920,be attributed to a,31,14.982508519849752
919,the importance of being,16,14.985659848370531
918,the other hand it,30,14.99358521849691
917,to a career at,57,15.000076201615428
916,as an opportunity to,37,15.001108536720281
915,in order to get,11,15.031874191158074
914,to take risks and,26,15.036835438903289
913,it as an opportunity,11,15.038003379461067
912,in order to make,40,15.04253607465094
911,a variety of different,10,15.044110328049562
910,the other hand when,10,15.060417577428474
909,to a four day,17,15.065511868852425
908,to note that not,10,15.06846138537147
907,for students who may,12,15.068642074643137
906,have a positive attitude,11,15.07039369082704
905,a positive attitude are,12,15.077479384976641
904,factors such as the,11,15.08020542005341
903,more likely to be,20,15.08876134720478
902,can be beneficial for,35,15.090548174418416
901,"as a result ,",16,15.09220054055291
900,it is the courage,37,15.093664718404192
899,may be able to,28,15.095287324673556
898,with their peers and,23,15.101728757423821
897,a great opportunity to,20,15.115460703824326
896,the face of failure,19,15.12529610110289
895,of the most successful,20,15.136858934259642
894,for students who are,27,15.14266445680228
893,on their own time,10,15.151258550379367
892,important to understand that,20,15.162521119183317
891,attitude is essential to,16,15.166188284645607
890,"however , it is",48,15.179413888662829
889,the opportunity to explore,25,15.182762824306636
888,be beneficial for students,18,15.187673547067206
887,important to weigh the,16,15.200329782113663
886,can have a lasting,13,15.204823057018523
885,in the same way,18,15.218242652555311
884,that having a positive,31,15.227716844833616
883,important to consider the,87,15.23049175262392
882,essential for success in,13,15.23925769730591
881,in conclusion it is,51,15.242010966045441
880,we are able to,25,15.243489973639214
879,use in the classroom,16,15.24672888224611
878,due to the lack,14,15.276877187106145
877,the most out of,26,15.277100391672924
876,for example if a,14,15.278462001885735
875,it s also important,12,15.280412725860856
874,on a student s,23,15.281631400837618
873,it can also lead,25,15.285604069239639
872,we can ensure that,10,15.287847931125008
871,provide a sense of,22,15.306860347890378
870,a long way in,16,15.316605166358272
869,provide students with an,13,15.320038860564765
868,from high school in,13,15.320118657009282
867,s important to stay,11,15.323342262623925
866,to stay true to,31,15.33746741954183
865,can be a powerful,30,15.34851889485627
864,which can lead to,48,15.350702708590319
863,can provide students with,37,15.360241111410268
862,to grow and develop,11,15.363683516478233
861,in order to gain,14,15.373224840654892
860,it 's important to,38,15.376272202395867
859,so it is important,11,15.396090557042754
858,can provide us with,13,15.401145621101946
857,can be a great,85,15.403560258414231
856,would be able to,17,15.407816721558667
855,overall it is important,10,15.408690593822385
854,one of the primary,11,15.414642854034774
853,have both positive and,23,15.419949528226056
852,a variety of benefits,11,15.431954864437834
851,can be seen in,29,15.464354981183511
850,from the comfort of,35,15.465352288670154
849,our day to day,10,15.469320913944166
848,a variety of activities,17,15.470375082751652
847,an opportunity for students,13,15.475242141403406
846,part of the process,17,15.483315369433413
845,in conclusion having a,18,15.490668038473949
844,to pursue a career,18,15.49227703306289
843,create a sense of,14,15.495906476768177
842,is important to carefully,10,15.523926680691801
841,make it easier to,13,15.526882099362957
840,it s important to,157,15.52949535799771
839,and cons to consider,10,15.531122535421332
838,it gives us the,11,15.531718134575442
837,students and their families,14,15.553251411097605
836,adding one and a,10,15.56019954491589
835,be seen as a,21,15.571977186930198
834,due to lack of,11,15.582100896046128
833,to stay active and,12,15.592622295916826
832,a greater understanding of,12,15.59946199455429
831,benefits and drawbacks of,17,15.604909961247024
830,in high school i,15,15.609002421280202
829,can be applied to,13,15.610408054388259
828,the school day by,27,15.611591394099797
827,a good attitude is,10,15.63473278877099
826,lack of face to,11,15.656868664448105
825,but it can also,41,15.657930701151827
824,students may not have,19,15.66146589440983
823,provide students with more,15,15.687132761357013
822,be beneficial in many,11,15.695386128067994
821,from our mistakes and,10,15.70417866690142
820,it is important to,687,15.720851857127357
819,take advantage of the,21,15.72486129682811
818,but they can also,14,15.73007217554374
817,it comes to making,17,15.750472895797536
816,it s easy to,13,15.758729100200888
815,can lead to improved,11,15.762408719460552
814,it may be difficult,15,15.762696819949909
813,can serve as a,12,15.763968276721911
812,in a world where,11,15.764323364431789
811,"the other hand ,",39,15.76987514068388
810,of whether or not,10,15.772599268724719
809,it is also important,65,15.779628997371312
808,it encourages us to,10,15.78568092192932
807,is important to understand,36,15.790908271042255
806,to stay motivated and,18,15.795497719160423
805,can also help us,14,15.797165838431084
804,is made up of,13,15.801713859499294
803,will be able to,22,15.805947085902368
802,this allows them to,15,15.81450617192975
801,a positive attitude we,11,15.822585759217901
800,the amount of time,65,15.82962116703883
799,pursue a career in,11,15.834064726877351
798,even in the face,20,15.839064737462948
797,can lead to greater,20,15.843295686489569
796,of face to face,15,15.86262174502604
795,positive attitude can be,18,15.891654050855564
794,can also be used,16,15.892496655476123
793,it allows us to,37,15.896439590446725
792,life having a positive,11,15.912227655455418
791,order to be successful,13,15.917620884407881
790,the school day could,17,15.922063290795222
789,it can be difficult,80,15.925301134943822
788,it can be easy,15,15.930003753909112
787,at the end of,25,15.93116813099192
786,this could lead to,21,15.933154926870884
785,also important to consider,13,15.93765881461102
784,can open up a,12,15.939577765525861
783,important to take into,13,15.943391369542312
782,students can benefit from,12,15.945949266749246
781,ultimately it is important,20,15.949258975185089
780,the quality of education,10,15.949802926438565
779,whether or not to,18,15.956544386580504
778,ensure that students are,14,15.95912089012156
777,find it difficult to,18,15.961976262776439
776,to get to know,16,15.98221381469773
775,for achieving success in,14,15.991767182817881
774,on one hand it,14,15.992942804673547
773,one of the most,121,16.010866315880953
772,our own decisions and,17,16.013623290718165
771,can also be beneficial,22,16.015278673519298
770,this can be seen,10,16.02072391753262
769,to remain true to,16,16.028043005111414
768,reach their goals and,10,16.02837887572118
767,the use of cell,20,16.02918410883693
766,in a group setting,11,16.040206677136275
765,a great way for,16,16.042854967113527
764,s important to keep,10,16.04855715113571
763,in a physical classroom,12,16.05381969418758
762,the opinions of others,15,16.05636189541076
761,it is true that,58,16.074591469508327
760,to take advantage of,27,16.076526599873944
759,a career at a,75,16.082241878056024
758,and in some cases,10,16.08300771986932
757,which could lead to,10,16.089547219940997
756,in the real world,10,16.090824298520154
755,a positive outlook can,11,16.093243168379182
754,it is ultimately up,11,16.0951525016714
753,for those who are,10,16.102673507984257
752,make it difficult for,18,16.111241412813172
751,can help an individual,11,16.14088836476845
750,making it easier to,11,16.149283285403136
749,", there is no",11,16.157209961577927
748,a positive attitude has,11,16.163452608086494
747,for example when i,12,16.167714428102457
746,for years to come,10,16.181046402420613
745,is essential for success,17,16.195382566500847
744,consider the pros and,16,16.197138068429524
743,positive attitude is an,11,16.19937515712907
742,to take responsibility for,11,16.201511151505635
741,and come up with,15,16.20765040354697
740,allows us to make,10,16.218343022404838
739,life a positive attitude,10,16.225766584439818
738,can make it difficult,26,16.228178320360705
737,end of the day,22,16.231428832117174
736,the other hand having,11,16.23242947707908
735,part of a team,10,16.238331331659253
734,in my own life,11,16.239316851041806
733,that their children are,11,16.256959392727715
732,a number of benefits,13,16.267233206889017
731,can be seen as,20,16.267766768403156
730,is essential in order,11,16.270697138101568
729,for personal growth and,11,16.27781513049952
728,positive attitude can have,15,16.2840315771626
727,it is only through,10,16.287494699016584
726,can lead to increased,23,16.288119142096136
725,most out of their,10,16.290272609175602
724,are some drawbacks to,10,16.292823358114674
723,in extracurricular activities can,11,16.329155595969198
722,finally it is important,12,16.33469001237861
721,s important to consider,16,16.33621534393832
720,can have both positive,17,16.346324866319385
719,can make a difference,12,16.34810370251501
718,which can help them,12,16.34852536325844
717,in a classroom setting,11,16.352994118167167
716,make a difference in,16,16.36300636893951
715,can be a daunting,12,16.364031894227594
714,to use their phones,12,16.37462754118934
713,but it s important,13,16.38086173404846
712,working in a team,14,16.39107744799945
711,opportunity to learn from,12,16.392497104846534
710,one of the greatest,22,16.395783826783465
709,people s lives in,10,16.396390907218247
708,of a four day,27,16.396988318464714
707,they may not have,17,16.40135707127618
706,helps to ensure that,10,16.401386407605266
705,"however , there are",11,16.401763582441056
704,with the right attitude,13,16.410041811903554
703,learn more about the,14,16.446453471042744
702,a sense of community,16,16.454086301073552
701,advantages and disadvantages to,18,16.455025712386266
700,can be an invaluable,13,16.456347233200184
699,can lead to feelings,14,16.458255326301163
698,part of the journey,15,16.460551838917844
697,keep up with the,15,16.477804772895546
696,to learn and grow,39,16.477815921857754
695,offer a variety of,12,16.489283545301717
694,however it is important,41,16.500771485273113
693,making it difficult for,13,16.505165415055927
692,lead to feelings of,25,16.506392473243636
691,from all over the,14,16.516472089589698
690,this can be especially,13,16.518071770296203
689,for high school students,26,16.521103269911002
688,in people s lives,11,16.533894430968182
687,online classes can be,13,16.535980749122828
686,can be an incredibly,13,16.540248490809127
685,in all aspects of,10,16.542040716733716
684,order to ensure that,16,16.550978632182492
683,a negative attitude can,21,16.55364263015987
682,on top of their,13,16.55524863576813
681,be a great opportunity,13,16.565952057347047
680,to achieve their goals,17,16.57144808000553
679,to stay focused and,27,16.579240083996076
678,make it more difficult,11,16.616624640824085
677,to manage their time,13,16.621958908483897
676,outlook on life and,13,16.624203084739953
675,in order to reach,26,16.625604584090233
674,there are a variety,13,16.639976055702768
673,the people around us,16,16.65318649822744
672,a good attitude can,23,16.667399736709285
671,with a negative attitude,12,16.678434004093894
670,yourself in a world,20,16.687623119744053
669,one of the main,26,16.694125101353208
668,the necessary steps to,14,16.697700351707773
667,understanding of the material,25,16.730685637134975
666,some students may not,10,16.731684835311185
665,in a traditional classroom,12,16.736629518306877
664,a variety of ways,14,16.746348544292943
663,important to recognize that,23,16.746624617175378
662,to connect with people,11,16.763461371285608
661,one of the biggest,10,16.770179341564962
660,in the long term,12,16.7757926078988
659,on the one hand,84,16.801893492001142
658,come up with a,15,16.803945947082624
657,the late and early,10,16.804735770752025
656,in order to ensure,33,16.806661250759248
655,to make sure that,23,16.80787306705883
654,technology can be used,11,16.808687215508918
653,can be an effective,20,16.810731539803612
652,on one s own,12,16.81234348839846
651,understand the importance of,23,16.820836390706397
650,in order to succeed,14,16.823667676064936
649,both students and teachers,22,16.831574178913456
648,the other hand if,13,16.845107566552194
647,a better understanding of,75,16.853476837876784
646,in many aspects of,14,16.853711123323833
645,a student s self,10,16.854910349194846
644,can make it easier,12,16.863820791416835
643,to make more informed,11,16.864326247961223
642,important to be aware,19,16.877064033987857
641,students may struggle to,10,16.887301850852374
640,to make you something,20,16.891682298104136
639,fatal it is the,34,16.89223972653118
638,is more important than,20,16.894482654767693
637,a great opportunity for,19,16.907453841005605
636,to come up with,26,16.91125806950574
635,beneficial in terms of,10,16.93748295521047
634,to learn more about,20,16.950121867533632
633,have an impact on,17,16.953335595373396
632,to think outside the,17,16.95643462010795
631,on the task at,16,16.95927642381563
630,the same level of,20,16.961257897913256
629,a sense of responsibility,11,16.966957178672317
628,with a positive attitude,52,16.968572333386433
627,can be attributed to,73,16.984315677707244
626,when faced with a,17,16.99982418414659
625,us to connect with,11,17.008276056219138
624,can have a profound,20,17.011666475776714
623,to higher levels of,10,17.013156114248545
622,lead to a decrease,16,17.022225018629143
621,phone use in the,13,17.025171112388477
620,of their own home,20,17.028984984604975
619,a great way to,116,17.034842243616033
618,one and a half,39,17.050604048240515
617,is important to weigh,19,17.058735341923537
616,a strong sense of,17,17.062381305625337
615,", it 's important",27,17.067927079781434
614,a variety of factors,19,17.07084416974032
613,to take ownership of,14,17.07541297956324
612,in conclusion there are,18,17.087391201378352
611,in order to determine,13,17.093473039876166
610,outside of the classroom,21,17.110372884168044
609,in order to achieve,40,17.114568875331678
608,be seen as an,13,17.11508978829923
607,is clear that having,10,17.11655020228806
606,that will help them,12,17.129049655423366
605,the pursuit of success,24,17.130918589433797
604,a greater sense of,28,17.1319084104898
603,to use their cell,13,17.135327784147904
602,give students the opportunity,19,17.141460178530856
601,people around the world,11,17.141492230229673
600,important to be mindful,14,17.14276023954517
599,with a positive outlook,12,17.15092034645466
598,ultimately it is up,23,17.159282839091112
597,from around the world,18,17.159610169892552
596,have a positive effect,12,17.1599196194554
595,have been able to,27,17.165138576119695
594,important to consider both,12,17.167589302692605
593,provides an opportunity to,11,17.16942501515546
592,to reach their goals,24,17.20147182498117
591,is important to consider,112,17.205381225199083
590,should be allowed to,13,17.219943968867888
589,lead to an increase,12,17.231792727755938
588,distance learning can be,16,17.257974808897067
587,significant impact on the,13,17.261546377934927
586,have a positive impact,31,17.266683568409334
585,a crucial part of,10,17.269901410660125
584,from failure to failure,33,17.279166130611756
583,attitude is essential for,19,17.280109516714255
